onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	0.953	21:27:02	1	10424	1	1	2	10	5	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
5.0	n/a	1.163	21:27:07	1	15417	2	2	2	11	7	n/a	n/a	n/a	n/a	n/a	n/a	6,2	1
10.0	n/a	1.085	21:27:12	1	20325	3	3	2	7	14	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
15.0	n/a	1.215	21:27:17	1	30997	4	4	6	1	4	2	6	15	3	n/a	n/a	5,3	1
25.0	n/a	1.814	21:27:27	1	42286	5	5	6	3	13	6	16	12	5	n/a	n/a	3,5	0
37.0	n/a	1.04	21:27:39	1	47154	6	6	2	7	1	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
42.0	n/a	0.815	21:27:44	1	51794	7	7	2	12	9	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
46.0	n/a	1.231	21:27:48	1	62468	8	8	6	1	7	9	13	3	11	n/a	n/a	6,3	1
57.0	n/a	1.672	21:27:59	1	73581	9	9	6	11	4	5	1	2	12	n/a	n/a	3,4	0
68.0	n/a	1.261	21:28:10	1	84284	10	10	6	6	2	16	1	13	12	n/a	n/a	8,5	1
79.0	n/a	1.125	21:28:21	1	94868	11	11	6	16	11	7	14	4	6	n/a	n/a	7,2	0
89.0	n/a	1.018	21:28:31	1	99735	12	12	2	11	13	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
