onset	duration	response_time
8.5	n/a	0.239
13.4	n/a	0.207
16.9	n/a	0.260
25.9	n/a	0.243
33.5	n/a	0.259
41.3	n/a	0.412
44.5	n/a	0.376
54.5	n/a	0.276
63.5	n/a	0.457
69.1	n/a	0.280
73.6	n/a	0.257
80.5	n/a	0.291
89.8	n/a	0.225
94.5	n/a	0.255
103.4	n/a	0.248
106.3	n/a	0.375
109.6	n/a	0.421
114.6	n/a	0.276
118.4	n/a	0.242
121.0	n/a	0.293
123.7	n/a	0.258
132.2	n/a	0.306
135.1	n/a	0.780
140.1	n/a	0.274
146.8	n/a	0.290
149.4	n/a	0.236
152.3	n/a	0.001
153.9	n/a	0.526
156.9	n/a	0.339
164.1	n/a	0.304
173.7	n/a	0.229
176.3	n/a	0.278
183.6	n/a	0.225
190.5	n/a	0.477
195.7	n/a	0.265
204.5	n/a	0.250
211.6	n/a	0.312
221.2	n/a	0.268
228.5	n/a	0.243
232.9	n/a	0.356
242.0	n/a	0.328
248.2	n/a	0.285
252.0	n/a	0.302
256.7	n/a	0.370
262.7	n/a	0.256
267.8	n/a	0.552
276.3	n/a	0.196
279.1	n/a	0.279
288.1	n/a	0.194
296.0	n/a	0.234
