onset	duration	trial_type	event_type	time_until_response	response_time	trial_number	block_num_within_trial	image_seq_num_within_block	question_seq_num_within_block	image_seq_num	picture_number	condition	question_type	block_type	rating	rating_computed	onset_uncorrected	KDEV_imagefile
0.01	10.014	ITI	Fixation+	96.847	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	29.986	n/a
10.04	0.497	angry	Picture	96.333	n/a	1	1	1	n/a	1	108	3	n/a	n/a	n/a	n/a	40.016	AM09ANS.jpg
10.537	0.514	Blank	Blank	95.819	n/a	1	1	1	n/a	1	n/a	3	n/a	n/a	n/a	n/a	40.513	n/a
11.068	0.497	angry	Picture	95.305	n/a	1	1	2	n/a	2	99	3	n/a	n/a	n/a	n/a	41.044	AF31ANS.jpg
11.565	0.514	Blank	Blank	94.791	n/a	1	1	2	n/a	2	n/a	3	n/a	n/a	n/a	n/a	41.541	n/a
12.096	0.497	angry	Picture	94.277	n/a	1	1	3	n/a	3	98	3	n/a	n/a	n/a	n/a	42.072	BF29ANS.jpg
12.593	0.514	Blank	Blank	93.764	n/a	1	1	3	n/a	3	n/a	3	n/a	n/a	n/a	n/a	42.569	n/a
13.124	0.497	angry	Picture	93.25	n/a	1	1	4	n/a	4	107	3	n/a	n/a	n/a	n/a	43.099	BM08ANS.jpg
13.621	0.514	Blank	Blank	92.736	n/a	1	1	4	n/a	4	n/a	3	n/a	n/a	n/a	n/a	43.597	n/a
14.151	0.497	angry	Picture	92.222	n/a	1	1	5	n/a	5	104	3	n/a	n/a	n/a	n/a	44.127	BM05ANS.jpg
14.649	0.514	Blank	Blank	91.708	n/a	1	1	5	n/a	5	n/a	3	n/a	n/a	n/a	n/a	44.625	n/a
15.179	0.497	angry	Picture	91.194	n/a	1	1	6	n/a	6	101	3	n/a	n/a	n/a	n/a	45.155	AM01ANS.jpg
15.677	0.514	Blank	Blank	90.68	n/a	1	1	6	n/a	6	n/a	3	n/a	n/a	n/a	n/a	45.653	n/a
16.207	0.497	angry	Picture	90.166	n/a	1	1	7	n/a	7	103	3	n/a	n/a	n/a	n/a	46.183	AM04ANS.jpg
16.704	0.514	Blank	Blank	89.652	n/a	1	1	7	n/a	7	n/a	3	n/a	n/a	n/a	n/a	46.68	n/a
17.235	0.497	angry	Picture	89.138	n/a	1	1	8	n/a	8	111	3	n/a	n/a	n/a	n/a	47.211	BM12ANS.jpg
17.732	0.514	Blank	Blank	88.624	n/a	1	1	8	n/a	8	n/a	3	n/a	n/a	n/a	n/a	47.708	n/a
18.263	0.497	angry	Picture	88.11	n/a	1	1	9	n/a	9	110	3	n/a	n/a	n/a	n/a	48.239	AM11ANS.jpg
18.76	0.514	Blank	Blank	87.596	n/a	1	1	9	n/a	9	n/a	3	n/a	n/a	n/a	n/a	48.736	n/a
19.291	0.497	angry	Picture	87.082	n/a	1	1	10	n/a	10	85	3	n/a	n/a	n/a	n/a	49.267	BF07ANS.jpg
19.788	0.514	Blank	Blank	86.568	n/a	1	1	10	n/a	10	n/a	3	n/a	n/a	n/a	n/a	49.764	n/a
20.319	0.497	angry	Picture	86.054	n/a	1	1	11	n/a	11	87	3	n/a	n/a	n/a	n/a	50.295	BF11ANS.jpg
20.816	0.514	Blank	Blank	85.54	n/a	1	1	11	n/a	11	n/a	3	n/a	n/a	n/a	n/a	50.792	n/a
21.347	0.497	angry	Picture	85.027	n/a	1	1	12	n/a	12	91	3	n/a	n/a	n/a	n/a	51.322	AF20ANS.jpg
21.844	0.514	Blank	Blank	84.513	n/a	1	1	12	n/a	12	n/a	3	n/a	n/a	n/a	n/a	51.82	n/a
22.374	0.497	angry	Picture	83.999	n/a	1	1	13	n/a	13	115	3	n/a	n/a	n/a	n/a	52.35	AM23ANS.jpg
22.872	0.514	Blank	Blank	83.485	n/a	1	1	13	n/a	13	n/a	3	n/a	n/a	n/a	n/a	52.848	n/a
23.402	0.497	angry	Picture	82.971	n/a	1	1	14	n/a	14	97	3	n/a	n/a	n/a	n/a	53.378	BF28ANS.jpg
23.9	0.514	Blank	Blank	82.457	n/a	1	1	14	n/a	14	n/a	3	n/a	n/a	n/a	n/a	53.876	n/a
24.43	0.497	angry	Picture	81.943	n/a	1	1	15	n/a	15	82	3	n/a	n/a	n/a	n/a	54.406	AF03ANS.jpg
24.928	0.514	Blank	Blank	81.429	n/a	1	1	15	n/a	15	n/a	3	n/a	n/a	n/a	n/a	54.904	n/a
25.458	0.497	angry	Picture	80.915	n/a	1	1	16	n/a	16	96	3	n/a	n/a	n/a	n/a	55.434	AF26ANS.jpg
25.955	0.514	Blank	Blank	80.401	n/a	1	1	16	n/a	16	n/a	3	n/a	n/a	n/a	n/a	55.931	n/a
26.486	0.497	angry	Picture	79.887	n/a	1	1	17	n/a	17	109	3	n/a	n/a	n/a	n/a	56.462	AM10ANS.jpg
26.983	0.514	Blank	Blank	79.373	n/a	1	1	17	n/a	17	n/a	3	n/a	n/a	n/a	n/a	56.959	n/a
27.514	0.497	angry	Picture	78.859	n/a	1	1	18	n/a	18	114	3	n/a	n/a	n/a	n/a	57.49	AM22ANS.jpg
28.011	0.514	Blank	Blank	78.345	n/a	1	1	18	n/a	18	n/a	3	n/a	n/a	n/a	n/a	57.987	n/a
28.542	0.497	angry	Picture	77.831	n/a	1	1	19	n/a	19	120	3	n/a	n/a	n/a	n/a	58.518	AM35ANS.jpg
29.039	0.514	Blank	Blank	77.317	n/a	1	1	19	n/a	19	n/a	3	n/a	n/a	n/a	n/a	59.015	n/a
29.57	0.497	angry	Picture	76.803	n/a	1	1	20	n/a	20	81	3	n/a	n/a	n/a	n/a	59.545	AF01ANS.jpg
30.067	0.514	Blank	Blank	76.29	n/a	1	1	20	n/a	20	n/a	3	n/a	n/a	n/a	n/a	60.043	n/a
