onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.016	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	31.925
10.046	5.007	ITI	0	Picture	Fixation+	1	11.763	n/a	41.956
15.07	2.006	Cue	0	Picture	Maintain	1	9.74	n/a	46.979
17.076	4.99	Pic	0	Picture	IAPS_26	1	4.75	n/a	48.985
22.066	2.006	Blank	0	Picture	BLANK	1	2.744	n/a	53.975
26.816	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	58.725
26.841	6.002	ITI	1	Picture	Fixation+	2	11.323	n/a	58.75
32.859	2.006	Cue	1	Picture	Enhance	2	9.3	n/a	64.768
34.865	4.99	Pic	1	Picture	IAPS_36	2	4.31	n/a	66.774
39.855	2.006	Blank	1	Picture	BLANK	2	2.304	n/a	71.764
44.165	n/a	ConfirmRating	1	Response	n/a	2	n/a	7	76.074
44.182	4.012	ITI	2	Picture	Fixation+	3	12.45	n/a	76.091
48.211	2.006	Cue	2	Picture	Suppress	3	10.428	n/a	80.12
50.217	4.99	Pic	2	Picture	IAPS_01	3	5.438	n/a	82.126
55.207	2.006	Blank	2	Picture	BLANK	3	3.432	n/a	87.116
60.645	n/a	ConfirmRating	2	Response	n/a	3	n/a	7	92.554
60.662	5.007	ITI	3	Picture	Fixation+	4	10.397	n/a	92.571
65.685	2.006	Cue	3	Picture	Maintain	4	8.375	n/a	97.594
67.691	4.99	Pic	3	Picture	IAPS_46	4	3.384	n/a	99.6
72.681	2.006	Blank	3	Picture	BLANK	4	1.378	n/a	104.59
76.066	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	107.975
76.097	5.007	ITI	4	Picture	Fixation+	4	10.872	n/a	108.006
81.12	2.006	Cue	4	Picture	Maintain	4	8.85	n/a	113.029
83.126	4.99	Pic	4	Picture	IAPS_49	4	3.859	n/a	115.035
88.116	2.006	Blank	4	Picture	BLANK	4	1.853	n/a	120.025
91.975	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	123.885
91.996	6.002	ITI	5	Picture	Fixation+	2	11.493	n/a	123.905
98.014	2.006	Cue	5	Picture	Enhance	2	9.47	n/a	129.923
100.02	4.99	Pic	5	Picture	IAPS_37	2	4.48	n/a	131.929
105.01	2.006	Blank	5	Picture	BLANK	2	2.474	n/a	136.919
109.49	n/a	ConfirmRating	5	Response	n/a	2	n/a	6	141.399
109.519	4.012	ITI	6	Picture	Fixation+	1	10.415	n/a	141.429
113.548	2.006	Cue	6	Picture	Maintain	1	8.393	n/a	145.457
115.554	4.99	Pic	6	Picture	IAPS_27	1	3.403	n/a	147.463
120.544	2.006	Blank	6	Picture	BLANK	1	1.397	n/a	152.453
123.947	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	155.856
123.976	6.002	ITI	7	Picture	Fixation+	3	10.266	n/a	155.885
129.994	2.006	Cue	7	Picture	Suppress	3	8.244	n/a	161.903
132.0	4.99	Pic	7	Picture	IAPS_02	3	3.253	n/a	163.909
136.99	2.006	Blank	7	Picture	BLANK	3	1.247	n/a	168.899
140.244	n/a	ConfirmRating	7	Response	n/a	3	n/a	7	172.153
140.273	5.007	ITI	8	Picture	Fixation+	4	11.004	n/a	172.182
145.296	2.006	Cue	8	Picture	Maintain	4	8.981	n/a	177.206
147.303	4.99	Pic	8	Picture	IAPS_52	4	3.991	n/a	179.212
152.293	2.006	Blank	8	Picture	BLANK	4	1.985	n/a	184.202
156.283	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	188.192
156.305	6.002	ITI	9	Picture	Fixation+	1	10.372	n/a	188.214
162.323	2.006	Cue	9	Picture	Maintain	1	8.349	n/a	194.232
164.329	4.99	Pic	9	Picture	IAPS_28	1	3.359	n/a	196.238
169.319	2.006	Blank	9	Picture	BLANK	1	1.353	n/a	201.228
172.678	n/a	ConfirmRating	9	Response	n/a	1	n/a	7	204.587
172.701	5.007	ITI	10	Picture	Fixation+	2	9.846	n/a	204.61
177.725	2.006	Cue	10	Picture	Enhance	2	7.823	n/a	209.634
179.731	4.99	Pic	10	Picture	IAPS_38	2	2.833	n/a	211.64
184.721	2.006	Blank	10	Picture	BLANK	2	0.827	n/a	216.63
187.554	n/a	ConfirmRating	10	Response	n/a	2	n/a	6	219.463
187.572	4.012	ITI	11	Picture	Fixation+	3	11.84	n/a	219.482
191.601	2.006	Cue	11	Picture	Suppress	3	9.818	n/a	223.51
193.607	4.99	Pic	11	Picture	IAPS_03	3	4.828	n/a	225.516
198.597	2.006	Blank	11	Picture	BLANK	3	2.821	n/a	230.506
203.425	n/a	ConfirmRating	11	Response	n/a	3	n/a	7	235.334
203.455	6.002	ITI	12	Picture	Fixation+	2	10.119	n/a	235.364
209.473	2.006	Cue	12	Picture	Enhance	2	8.096	n/a	241.382
211.479	4.99	Pic	12	Picture	IAPS_39	2	3.106	n/a	243.388
216.469	2.006	Blank	12	Picture	BLANK	2	1.1	n/a	248.378
219.576	n/a	ConfirmRating	12	Response	n/a	2	n/a	6	251.485
219.603	5.007	ITI	13	Picture	Fixation+	1	11.392	n/a	251.512
224.626	2.006	Cue	13	Picture	Maintain	1	9.369	n/a	256.535
226.632	4.99	Pic	13	Picture	IAPS_29	1	4.379	n/a	258.541
231.622	2.006	Blank	13	Picture	BLANK	1	2.373	n/a	263.531
236.001	n/a	ConfirmRating	13	Response	n/a	1	n/a	7	267.91
236.032	4.012	ITI	14	Picture	Fixation+	4	10.497	n/a	267.941
240.061	2.006	Cue	14	Picture	Maintain	4	8.474	n/a	271.97
242.067	4.99	Pic	14	Picture	IAPS_55	4	3.484	n/a	273.976
247.057	2.006	Blank	14	Picture	BLANK	4	1.478	n/a	278.966
250.541	n/a	ConfirmRating	14	Response	n/a	4	n/a	7	282.45
250.572	5.007	ITI	15	Picture	Fixation+	3	10.107	n/a	282.481
255.595	2.006	Cue	15	Picture	Suppress	3	8.085	n/a	287.504
257.601	4.99	Pic	15	Picture	IAPS_04	3	3.094	n/a	289.51
262.591	2.006	Blank	15	Picture	BLANK	3	1.088	n/a	294.501
265.686	n/a	ConfirmRating	15	Response	n/a	3	n/a	6	297.595
265.708	6.002	ITI	16	Picture	Fixation+	2	11.573	n/a	297.617
271.726	2.006	Cue	16	Picture	Enhance	2	9.55	n/a	303.635
273.732	4.99	Pic	16	Picture	IAPS_40	2	4.56	n/a	305.642
278.723	2.006	Blank	16	Picture	BLANK	2	2.554	n/a	310.632
283.283	n/a	ConfirmRating	16	Response	n/a	2	n/a	6	315.192
283.315	6.002	ITI	17	Picture	Fixation+	1	10.907	n/a	315.224
289.333	2.006	Cue	17	Picture	Maintain	1	8.884	n/a	321.242
291.339	4.99	Pic	17	Picture	IAPS_30	1	3.894	n/a	323.248
296.329	2.006	Blank	17	Picture	BLANK	1	1.888	n/a	328.238
300.223	n/a	ConfirmRating	17	Response	n/a	1	n/a	7	332.132
300.242	4.012	ITI	18	Picture	Fixation+	3	12.987	n/a	332.151
304.271	2.006	Cue	18	Picture	Suppress	3	10.964	n/a	336.18
306.277	4.99	Pic	18	Picture	IAPS_05	3	5.974	n/a	338.186
311.267	2.006	Blank	18	Picture	BLANK	3	3.968	n/a	343.176
317.241	n/a	ConfirmRating	18	Response	n/a	3	n/a	6	349.15
317.268	5.007	ITI	19	Picture	Fixation+	4	10.751	n/a	349.178
322.292	2.006	Cue	19	Picture	Maintain	4	8.728	n/a	354.201
324.298	4.99	Pic	19	Picture	IAPS_58	4	3.738	n/a	356.207
329.288	2.006	Blank	19	Picture	BLANK	4	1.732	n/a	361.197
333.026	n/a	ConfirmRating	19	Response	n/a	4	n/a	7	364.935
333.051	6.002	ITI	20	Picture	Fixation+	4	10.543	n/a	364.961
339.069	2.006	Cue	20	Picture	Maintain	4	8.52	n/a	370.979
341.075	4.99	Pic	20	Picture	IAPS_47	4	3.53	n/a	372.985
346.066	2.006	Blank	20	Picture	BLANK	4	1.524	n/a	377.975
349.596	n/a	ConfirmRating	20	Response	n/a	4	n/a	7	381.505
349.614	5.007	ITI	21	Picture	Fixation+	3	11.702	n/a	381.523
354.637	2.006	Cue	21	Picture	Suppress	3	9.679	n/a	386.546
356.643	4.99	Pic	21	Picture	IAPS_06	3	4.689	n/a	388.552
361.633	2.006	Blank	21	Picture	BLANK	3	2.683	n/a	393.542
366.322	n/a	ConfirmRating	21	Response	n/a	3	n/a	6	398.231
366.342	4.012	ITI	22	Picture	Fixation+	1	10.544	n/a	398.251
370.37	2.006	Cue	22	Picture	Maintain	1	8.521	n/a	402.279
372.376	4.99	Pic	22	Picture	IAPS_16	1	3.531	n/a	404.285
377.366	2.006	Blank	22	Picture	BLANK	1	1.525	n/a	409.276
380.897	n/a	ConfirmRating	22	Response	n/a	1	n/a	7	412.806
380.914	4.012	ITI	23	Picture	Fixation+	2	10.591	n/a	412.824
384.943	2.006	Cue	23	Picture	Enhance	2	8.568	n/a	416.852
386.949	4.99	Pic	23	Picture	IAPS_41	2	3.578	n/a	418.858
391.939	2.006	Blank	23	Picture	BLANK	2	1.572	n/a	423.848
395.517	n/a	ConfirmRating	23	Response	n/a	2	n/a	7	427.426
395.537	5.007	ITI	24	Picture	Fixation+	1	10.971	n/a	427.446
400.56	2.006	Cue	24	Picture	Maintain	1	8.949	n/a	432.469
402.566	4.99	Pic	24	Picture	IAPS_17	1	3.958	n/a	434.475
407.556	2.006	Blank	24	Picture	BLANK	1	1.952	n/a	439.466
411.515	n/a	ConfirmRating	24	Response	n/a	1	n/a	7	443.424
411.535	4.012	ITI	25	Picture	Fixation+	2	10.322	n/a	443.445
415.564	2.006	Cue	25	Picture	Enhance	2	8.3	n/a	447.473
417.57	4.99	Pic	25	Picture	IAPS_42	2	3.309	n/a	449.479
422.56	2.006	Blank	25	Picture	BLANK	2	1.303	n/a	454.469
425.87	n/a	ConfirmRating	25	Response	n/a	2	n/a	6	457.779
425.893	6.002	ITI	26	Picture	Fixation+	4	10.84	n/a	457.802
431.911	2.006	Cue	26	Picture	Maintain	4	8.817	n/a	463.82
433.917	4.99	Pic	26	Picture	IAPS_50	4	3.827	n/a	465.826
438.907	2.006	Blank	26	Picture	BLANK	4	1.821	n/a	470.816
442.734	n/a	ConfirmRating	26	Response	n/a	4	n/a	7	474.643
