onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	4.61	06:30:49	1	19673	1	1	6	10	5	6	13	1	8	n/a	n/a	12,5	1
14.0	n/a	1.909	06:31:03	1	25431	2	2	2	8	4	n/a	n/a	n/a	n/a	n/a	n/a	4,2	1
20.0	n/a	2.416	06:31:09	1	31691	3	3	2	2	16	n/a	n/a	n/a	n/a	n/a	n/a	4,2	1
26.0	n/a	1.89	06:31:15	1	37437	4	4	2	4	14	n/a	n/a	n/a	n/a	n/a	n/a	14,2	1
32.0	n/a	1.668	06:31:21	1	42948	5	5	2	10	14	n/a	n/a	n/a	n/a	n/a	n/a	14,2	1
37.0	n/a	2.041	06:31:26	1	54454	6	6	6	15	1	7	5	14	11	n/a	n/a	5,4	1
49.0	n/a	1.553	06:31:38	1	65465	7	7	6	15	2	6	10	14	4	n/a	n/a	4,6	1
60.0	n/a	1.395	06:31:49	1	71054	8	8	2	5	16	n/a	n/a	n/a	n/a	n/a	n/a	5,1	1
65.0	n/a	1.998	06:31:54	1	82658	9	9	6	12	1	11	5	13	4	n/a	n/a	3,6	1
77.0	n/a	2.287	06:32:06	1	88787	10	10	2	6	1	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
83.0	n/a	4.099	06:32:12	1	102344	11	11	6	6	8	3	16	2	9	n/a	n/a	16,4	1
97.0	n/a	3.254	06:32:26	1	115066	12	12	6	6	14	5	3	1	9	n/a	n/a	12,4	1
