onset	duration	response_time
7.9	n/a	0.297
12.1	n/a	0.191
20.7	n/a	0.214
27.9	n/a	0.208
30.8	n/a	0.357
36.7	n/a	0.202
41.1	n/a	0.285
44.7	n/a	0.236
53.2	n/a	0.228
58.5	n/a	0.361
65.1	n/a	0.202
73.6	n/a	0.199
78.9	n/a	0.253
81.6	n/a	0.385
86.8	n/a	0.230
94.3	n/a	0.238
98.3	n/a	0.274
106.8	n/a	0.225
114.6	n/a	0.198
118.4	n/a	0.213
127.9	n/a	0.183
131.2	n/a	0.249
139.7	n/a	0.226
143.0	n/a	0.547
147.9	n/a	0.277
157.1	n/a	0.228
160.2	n/a	0.305
164.7	n/a	0.402
171.3	n/a	0.229
174.3	n/a	0.380
179.5	n/a	0.225
189.1	n/a	0.458
198.9	n/a	0.195
201.2	n/a	0.234
208.6	n/a	0.388
213.8	n/a	0.312
217.3	n/a	0.303
221.5	n/a	0.243
224.3	n/a	0.324
229.5	n/a	0.246
239.7	n/a	0.251
246.6	n/a	0.293
250.2	n/a	0.325
259.2	n/a	0.254
266.3	n/a	0.352
269.0	n/a	0.270
276.4	n/a	0.188
286.3	n/a	0.321
291.2	n/a	0.351
