onset	duration	response_time
13.7	n/a	0.220
18.3	n/a	0.297
24.2	n/a	0.198
31.8	n/a	0.204
38.5	n/a	0.195
41.0	n/a	0.375
50.5	n/a	0.197
57.1	n/a	0.233
65.1	n/a	0.213
70.6	n/a	0.215
79.2	n/a	0.192
84.8	n/a	0.258
87.6	n/a	0.309
97.4	n/a	0.270
105.5	n/a	0.227
114.4	n/a	0.246
123.4	n/a	0.234
127.8	n/a	0.366
134.6	n/a	0.232
141.3	n/a	0.193
148.1	n/a	0.211
152.4	n/a	0.261
157.9	n/a	0.184
165.8	n/a	0.209
175.5	n/a	0.244
179.0	n/a	0.237
186.2	n/a	0.230
192.8	n/a	0.310
202.6	n/a	0.234
207.7	n/a	0.234
216.3	n/a	0.219
223.3	n/a	0.263
232.1	n/a	0.240
238.7	n/a	0.327
247.5	n/a	0.283
255.2	n/a	0.236
258.1	n/a	0.322
265.1	n/a	0.222
273.8	n/a	0.395
282.7	n/a	0.221
288.2	n/a	0.227
296.3	n/a	0.215
