onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.006	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	41.143
10.036	5.007	ITI	0	Picture	Fixation+	1	12.041	n/a	51.174
15.059	2.006	Cue	0	Picture	Maintain	1	10.018	n/a	56.197
17.066	4.99	Pic	0	Picture	IAPS_01	1	5.028	n/a	58.203
22.056	2.006	Blank	0	Picture	BLANK	1	3.022	n/a	63.193
27.084	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	68.221
27.112	6.002	ITI	1	Picture	Fixation+	2	12.572	n/a	68.25
33.13	2.006	Cue	1	Picture	Enhance	2	10.549	n/a	74.268
35.137	4.99	Pic	1	Picture	IAPS_26	2	5.559	n/a	76.274
40.127	2.006	Blank	1	Picture	BLANK	2	3.553	n/a	81.264
45.685	n/a	ConfirmRating	1	Response	n/a	2	n/a	5	86.823
45.714	4.012	ITI	2	Picture	Fixation+	3	11.549	n/a	86.851
49.742	2.006	Cue	2	Picture	Suppress	3	9.527	n/a	90.88
51.749	4.99	Pic	2	Picture	IAPS_36	3	4.536	n/a	92.886
56.739	2.006	Blank	2	Picture	BLANK	3	2.53	n/a	97.876
61.275	n/a	ConfirmRating	2	Response	n/a	3	n/a	5	102.413
61.298	5.007	ITI	3	Picture	Fixation+	4	13.1	n/a	102.436
66.321	2.006	Cue	3	Picture	Maintain	4	11.078	n/a	107.459
68.328	4.99	Pic	3	Picture	IAPS_46	4	6.087	n/a	109.465
73.318	2.006	Blank	3	Picture	BLANK	4	4.081	n/a	114.455
79.405	n/a	ConfirmRating	3	Response	n/a	4	n/a	6	120.543
79.435	5.007	ITI	4	Picture	Fixation+	4	11.562	n/a	120.573
84.459	2.006	Cue	4	Picture	Maintain	4	9.539	n/a	125.596
86.465	4.99	Pic	4	Picture	IAPS_49	4	4.549	n/a	127.602
91.455	2.006	Blank	4	Picture	BLANK	4	2.543	n/a	132.593
96.004	n/a	ConfirmRating	4	Response	n/a	4	n/a	0	137.141
96.031	6.002	ITI	5	Picture	Fixation+	2	12.227	n/a	137.168
102.049	2.006	Cue	5	Picture	Enhance	2	10.205	n/a	143.186
104.055	4.99	Pic	5	Picture	IAPS_27	2	5.214	n/a	145.192
109.045	2.006	Blank	5	Picture	BLANK	2	3.208	n/a	150.183
114.26	n/a	ConfirmRating	5	Response	n/a	2	n/a	3	155.397
114.284	4.012	ITI	6	Picture	Fixation+	1	10.664	n/a	155.422
118.313	2.006	Cue	6	Picture	Maintain	1	8.642	n/a	159.45
120.319	4.99	Pic	6	Picture	IAPS_02	1	3.652	n/a	161.456
125.309	2.006	Blank	6	Picture	BLANK	1	1.645	n/a	166.446
128.961	n/a	ConfirmRating	6	Response	n/a	1	n/a	6	170.098
128.99	6.002	ITI	7	Picture	Fixation+	3	12.413	n/a	170.127
135.008	2.006	Cue	7	Picture	Suppress	3	10.391	n/a	176.145
137.014	4.99	Pic	7	Picture	IAPS_37	3	5.4	n/a	178.151
142.004	2.006	Blank	7	Picture	BLANK	3	3.394	n/a	183.142
147.404	n/a	ConfirmRating	7	Response	n/a	3	n/a	4	188.542
147.425	5.007	ITI	8	Picture	Fixation+	4	11.288	n/a	188.563
152.449	2.006	Cue	8	Picture	Maintain	4	9.265	n/a	193.586
154.455	4.99	Pic	8	Picture	IAPS_52	4	4.275	n/a	195.592
159.445	2.006	Blank	8	Picture	BLANK	4	2.269	n/a	200.582
163.72	n/a	ConfirmRating	8	Response	n/a	4	n/a	3	204.858
163.739	6.002	ITI	9	Picture	Fixation+	1	12.102	n/a	204.876
169.757	2.006	Cue	9	Picture	Maintain	1	10.079	n/a	210.894
171.763	4.99	Pic	9	Picture	IAPS_03	1	5.089	n/a	212.9
176.753	2.006	Blank	9	Picture	BLANK	1	3.083	n/a	217.891
181.842	n/a	ConfirmRating	9	Response	n/a	1	n/a	5	222.979
181.86	5.007	ITI	10	Picture	Fixation+	2	10.699	n/a	222.997
186.883	2.006	Cue	10	Picture	Enhance	2	8.677	n/a	228.02
188.889	4.99	Pic	10	Picture	IAPS_28	2	3.687	n/a	230.026
193.879	2.006	Blank	10	Picture	BLANK	2	1.681	n/a	235.017
197.566	n/a	ConfirmRating	10	Response	n/a	2	n/a	3	238.703
197.593	4.012	ITI	11	Picture	Fixation+	3	10.168	n/a	238.73
201.622	2.006	Cue	11	Picture	Suppress	3	8.145	n/a	242.759
203.628	4.99	Pic	11	Picture	IAPS_38	3	3.155	n/a	244.765
208.618	2.006	Blank	11	Picture	BLANK	3	1.149	n/a	249.755
211.773	n/a	ConfirmRating	11	Response	n/a	3	n/a	0	252.91
211.801	6.002	ITI	12	Picture	Fixation+	2	11.959	n/a	252.939
217.819	2.006	Cue	12	Picture	Enhance	2	9.936	n/a	258.957
219.825	4.99	Pic	12	Picture	IAPS_29	2	4.946	n/a	260.963
224.815	2.006	Blank	12	Picture	BLANK	2	2.94	n/a	265.953
229.762	n/a	ConfirmRating	12	Response	n/a	2	n/a	0	270.899
229.789	5.007	ITI	13	Picture	Fixation+	1	11.035	n/a	270.927
234.813	2.006	Cue	13	Picture	Maintain	1	9.013	n/a	275.95
236.819	4.99	Pic	13	Picture	IAPS_04	1	4.022	n/a	277.956
241.809	2.006	Blank	13	Picture	BLANK	1	2.016	n/a	282.946
245.831	n/a	ConfirmRating	13	Response	n/a	1	n/a	5	286.969
245.854	4.012	ITI	14	Picture	Fixation+	4	10.172	n/a	286.991
249.883	2.006	Cue	14	Picture	Maintain	4	8.149	n/a	291.02
251.889	4.99	Pic	14	Picture	IAPS_55	4	3.159	n/a	293.026
256.879	2.006	Blank	14	Picture	BLANK	4	1.153	n/a	298.017
260.038	n/a	ConfirmRating	14	Response	n/a	4	n/a	6	301.176
260.062	5.007	ITI	15	Picture	Fixation+	3	12.077	n/a	301.2
265.086	2.006	Cue	15	Picture	Suppress	3	10.054	n/a	306.223
267.092	4.99	Pic	15	Picture	IAPS_39	3	5.064	n/a	308.229
272.082	2.006	Blank	15	Picture	BLANK	3	3.058	n/a	313.219
277.146	n/a	ConfirmRating	15	Response	n/a	3	n/a	5	318.283
277.172	6.002	ITI	16	Picture	Fixation+	2	11.871	n/a	318.309
283.19	2.006	Cue	16	Picture	Enhance	2	9.848	n/a	324.327
285.196	4.99	Pic	16	Picture	IAPS_30	2	4.858	n/a	326.333
290.186	2.006	Blank	16	Picture	BLANK	2	2.852	n/a	331.323
