onset	duration	response_time
11.2	n/a	0.230
14.3	n/a	0.418
18.4	n/a	0.221
25.7	n/a	0.218
28.3	n/a	0.393
32.9	n/a	0.212
38.2	n/a	0.217
46.3	n/a	0.237
50.6	n/a	0.354
57.7	n/a	0.185
63.2	n/a	0.185
70.2	n/a	0.232
80.5	n/a	0.304
84.1	n/a	0.256
92.0	n/a	0.282
98.4	n/a	0.215
102.7	n/a	0.241
108.3	n/a	0.312
117.1	n/a	0.205
120.0	n/a	0.376
124.4	n/a	0.232
134.6	n/a	0.218
142.2	n/a	0.207
152.3	n/a	0.198
158.8	n/a	0.210
167.8	n/a	0.220
172.7	n/a	0.226
177.9	n/a	0.221
186.2	n/a	0.239
189.7	n/a	0.267
193.3	n/a	0.253
199.6	n/a	0.216
209.3	n/a	0.215
214.1	n/a	0.248
222.7	n/a	0.217
232.4	n/a	0.206
237.1	n/a	0.241
239.5	n/a	0.307
242.4	n/a	0.216
248.2	n/a	0.205
253.2	n/a	0.217
256.8	n/a	0.258
260.2	n/a	0.303
263.3	n/a	0.232
271.8	n/a	0.210
281.7	n/a	0.221
286.3	n/a	0.262
290.1	n/a	0.246
297.3	n/a	0.203
