onset	duration	response_time
14.1	n/a	0.238
23.5	n/a	0.242
26.0	n/a	0.333
33.3	n/a	0.242
36.2	n/a	0.295
41.4	n/a	0.266
48.9	n/a	0.243
56.9	n/a	0.243
65.3	n/a	0.229
74.4	n/a	0.277
77.5	n/a	0.322
80.3	n/a	0.329
89.7	n/a	0.246
99.5	n/a	0.257
108.9	n/a	0.230
118.4	n/a	0.313
121.8	n/a	0.345
127.9	n/a	0.270
137.0	n/a	0.253
145.1	n/a	0.255
150.3	n/a	0.247
157.4	n/a	0.261
167.6	n/a	0.242
172.2	n/a	0.300
181.0	n/a	0.255
188.4	n/a	0.320
195.9	n/a	0.258
202.5	n/a	0.277
211.7	n/a	0.288
215.9	n/a	0.325
220.9	n/a	0.306
229.0	n/a	0.254
233.0	n/a	0.313
237.1	n/a	0.294
246.3	n/a	0.264
251.4	n/a	0.324
259.8	n/a	0.268
267.7	n/a	0.259
272.3	n/a	0.284
275.6	n/a	0.253
283.4	n/a	0.305
286.3	n/a	0.347
295.8	n/a	0.265
298.4	n/a	0.263
