onset	duration	response_time
15.4	n/a	0.214
19.0	n/a	0.375
27.9	n/a	0.207
33.4	n/a	0.242
38.2	n/a	0.205
41.1	n/a	0.307
47.7	n/a	0.215
55.3	n/a	0.185
61.1	n/a	0.199
68.6	n/a	0.195
75.2	n/a	0.169
84.8	n/a	0.188
93.5	n/a	0.203
96.8	n/a	0.419
103.4	n/a	0.224
105.7	n/a	0.322
109.9	n/a	0.413
119.4	n/a	0.228
125.0	n/a	0.200
127.6	n/a	0.333
133.1	n/a	0.001
135.4	n/a	0.304
144.2	n/a	0.218
149.4	n/a	0.282
154.6	n/a	0.229
161.1	n/a	0.235
169.7	n/a	0.192
178.4	n/a	0.199
185.5	n/a	0.213
190.2	n/a	0.307
193.3	n/a	0.319
198.8	n/a	0.286
206.2	n/a	0.218
214.6	n/a	0.226
218.4	n/a	0.299
221.4	n/a	0.286
228.1	n/a	0.266
230.4	n/a	0.250
239.2	n/a	0.261
241.8	n/a	0.355
249.6	n/a	0.175
254.3	n/a	0.249
264.2	n/a	0.215
271.5	n/a	0.207
279.4	n/a	0.213
283.4	n/a	0.317
292.5	n/a	0.224
