onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.014	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	32.456
10.045	5.007	ITI	0	Picture	Fixation+	1	14.856	n/a	42.486
15.068	2.006	Cue	0	Picture	Maintain	1	12.833	n/a	47.509
17.074	4.99	Pic	0	Picture	IAPS_26	1	7.843	n/a	49.515
22.064	2.006	Blank	0	Picture	BLANK	1	5.837	n/a	54.506
29.907	n/a	ConfirmRating	0	Response	n/a	1	n/a	2	62.349
29.939	6.002	ITI	1	Picture	Fixation+	2	12.33	n/a	62.38
35.957	2.006	Cue	1	Picture	Enhance	2	10.308	n/a	68.398
37.963	4.99	Pic	1	Picture	IAPS_36	2	5.318	n/a	70.405
42.953	2.006	Blank	1	Picture	BLANK	2	3.312	n/a	75.395
48.271	n/a	ConfirmRating	1	Response	n/a	2	n/a	5	80.712
48.292	4.012	ITI	2	Picture	Fixation+	3	12.368	n/a	80.733
52.32	2.006	Cue	2	Picture	Suppress	3	10.345	n/a	84.762
54.326	4.99	Pic	2	Picture	IAPS_01	3	5.355	n/a	86.768
59.317	2.006	Blank	2	Picture	BLANK	3	3.349	n/a	91.758
64.672	n/a	ConfirmRating	2	Response	n/a	3	n/a	7	97.113
64.705	5.007	ITI	3	Picture	Fixation+	4	11.743	n/a	97.146
69.728	2.006	Cue	3	Picture	Maintain	4	9.72	n/a	102.169
71.734	4.99	Pic	3	Picture	IAPS_46	4	4.73	n/a	104.175
76.724	2.006	Blank	3	Picture	BLANK	4	2.724	n/a	109.166
81.454	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	113.896
81.482	5.007	ITI	4	Picture	Fixation+	4	10.716	n/a	113.924
86.506	2.006	Cue	4	Picture	Maintain	4	8.693	n/a	118.947
88.512	4.99	Pic	4	Picture	IAPS_49	4	3.703	n/a	120.953
93.502	2.006	Blank	4	Picture	BLANK	4	1.697	n/a	125.943
97.205	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	129.647
97.232	6.002	ITI	5	Picture	Fixation+	2	11.988	n/a	129.674
103.25	2.006	Cue	5	Picture	Enhance	2	9.965	n/a	135.692
105.256	4.99	Pic	5	Picture	IAPS_37	2	4.975	n/a	137.698
110.247	2.006	Blank	5	Picture	BLANK	2	2.969	n/a	142.688
115.222	n/a	ConfirmRating	5	Response	n/a	2	n/a	3	147.663
115.253	4.012	ITI	6	Picture	Fixation+	1	10.991	n/a	147.695
119.282	2.006	Cue	6	Picture	Maintain	1	8.969	n/a	151.723
121.288	4.99	Pic	6	Picture	IAPS_27	1	3.978	n/a	153.729
126.278	2.006	Blank	6	Picture	BLANK	1	1.972	n/a	158.72
130.257	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	162.698
130.274	6.002	ITI	7	Picture	Fixation+	3	10.324	n/a	162.715
136.292	2.006	Cue	7	Picture	Suppress	3	8.302	n/a	168.733
138.298	4.99	Pic	7	Picture	IAPS_02	3	3.311	n/a	170.739
143.288	2.006	Blank	7	Picture	BLANK	3	1.305	n/a	175.729
146.599	n/a	ConfirmRating	7	Response	n/a	3	n/a	6	179.041
146.62	5.007	ITI	8	Picture	Fixation+	4	10.928	n/a	179.062
151.644	2.006	Cue	8	Picture	Maintain	4	8.905	n/a	184.085
153.65	4.99	Pic	8	Picture	IAPS_52	4	3.915	n/a	186.091
158.64	2.006	Blank	8	Picture	BLANK	4	1.909	n/a	191.081
162.555	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	194.996
162.586	6.002	ITI	9	Picture	Fixation+	1	10.523	n/a	195.027
168.604	2.006	Cue	9	Picture	Maintain	1	8.501	n/a	201.045
170.61	4.99	Pic	9	Picture	IAPS_28	1	3.511	n/a	203.051
175.6	2.006	Blank	9	Picture	BLANK	1	1.505	n/a	208.041
179.111	n/a	ConfirmRating	9	Response	n/a	1	n/a	7	211.552
179.131	5.007	ITI	10	Picture	Fixation+	2	12.159	n/a	211.572
184.154	2.006	Cue	10	Picture	Enhance	2	10.137	n/a	216.596
186.161	4.99	Pic	10	Picture	IAPS_38	2	5.147	n/a	218.602
191.151	2.006	Blank	10	Picture	BLANK	2	3.141	n/a	223.592
196.297	n/a	ConfirmRating	10	Response	n/a	2	n/a	6	228.739
196.323	4.012	ITI	11	Picture	Fixation+	3	10.282	n/a	228.765
200.352	2.006	Cue	11	Picture	Suppress	3	8.259	n/a	232.793
202.358	4.99	Pic	11	Picture	IAPS_03	3	3.269	n/a	234.799
207.348	2.006	Blank	11	Picture	BLANK	3	1.263	n/a	239.79
210.617	n/a	ConfirmRating	11	Response	n/a	3	n/a	1	243.058
210.647	6.002	ITI	12	Picture	Fixation+	2	10.26	n/a	243.089
216.665	2.006	Cue	12	Picture	Enhance	2	8.237	n/a	249.107
218.671	4.99	Pic	12	Picture	IAPS_39	2	3.247	n/a	251.113
223.662	2.006	Blank	12	Picture	BLANK	2	1.241	n/a	256.103
226.909	n/a	ConfirmRating	12	Response	n/a	2	n/a	3	259.35
226.928	5.007	ITI	13	Picture	Fixation+	1	10.66	n/a	259.369
231.951	2.006	Cue	13	Picture	Maintain	1	8.638	n/a	264.392
233.957	4.99	Pic	13	Picture	IAPS_29	1	3.647	n/a	266.398
238.947	2.006	Blank	13	Picture	BLANK	1	1.641	n/a	271.389
242.595	0.017	ConfirmRating	13	Response	n/a	1	-0.017	6	275.036
242.611	4.012	ITI	14	Picture	Fixation+	4	11.391	n/a	275.053
246.64	2.006	Cue	14	Picture	Maintain	4	9.368	n/a	279.081
248.646	4.99	Pic	14	Picture	IAPS_55	4	4.378	n/a	281.087
253.636	2.006	Blank	14	Picture	BLANK	4	2.372	n/a	286.077
258.014	n/a	ConfirmRating	14	Response	n/a	4	n/a	6	290.455
258.046	5.007	ITI	15	Picture	Fixation+	3	12.702	n/a	290.487
263.069	2.006	Cue	15	Picture	Suppress	3	10.68	n/a	295.511
265.075	4.99	Pic	15	Picture	IAPS_04	3	5.689	n/a	297.517
270.065	2.006	Blank	15	Picture	BLANK	3	3.683	n/a	302.507
275.755	n/a	ConfirmRating	15	Response	n/a	3	n/a	6	308.196
275.785	6.002	ITI	16	Picture	Fixation+	2	9.863	n/a	308.227
281.803	2.006	Cue	16	Picture	Enhance	2	7.84	n/a	314.245
283.809	4.99	Pic	16	Picture	IAPS_40	2	2.85	n/a	316.251
288.8	2.006	Blank	16	Picture	BLANK	2	0.844	n/a	321.241
291.649	n/a	ConfirmRating	16	Response	n/a	2	n/a	5	324.091
291.668	6.002	ITI	17	Picture	Fixation+	1	10.369	n/a	324.109
297.686	2.006	Cue	17	Picture	Maintain	1	8.347	n/a	330.127
299.692	4.99	Pic	17	Picture	IAPS_30	1	3.356	n/a	332.133
304.682	2.006	Blank	17	Picture	BLANK	1	1.35	n/a	337.123
308.038	n/a	ConfirmRating	17	Response	n/a	1	n/a	7	340.48
308.064	4.012	ITI	18	Picture	Fixation+	3	10.338	n/a	340.505
312.093	2.006	Cue	18	Picture	Suppress	3	8.315	n/a	344.534
314.099	4.99	Pic	18	Picture	IAPS_05	3	3.325	n/a	346.54
319.089	2.006	Blank	18	Picture	BLANK	3	1.319	n/a	351.53
322.414	n/a	ConfirmRating	18	Response	n/a	3	n/a	3	354.855
322.438	5.007	ITI	19	Picture	Fixation+	4	9.95	n/a	354.879
327.461	2.006	Cue	19	Picture	Maintain	4	7.928	n/a	359.902
329.467	4.99	Pic	19	Picture	IAPS_58	4	2.937	n/a	361.909
334.457	2.006	Blank	19	Picture	BLANK	4	0.931	n/a	366.899
337.395	n/a	ConfirmRating	19	Response	n/a	4	n/a	6	369.836
337.425	6.002	ITI	20	Picture	Fixation+	4	10.301	n/a	369.866
343.443	2.006	Cue	20	Picture	Maintain	4	8.278	n/a	375.884
345.449	4.99	Pic	20	Picture	IAPS_47	4	3.288	n/a	377.89
350.439	2.006	Blank	20	Picture	BLANK	4	1.282	n/a	382.881
353.727	n/a	ConfirmRating	20	Response	n/a	4	n/a	6	386.169
353.755	5.007	ITI	21	Picture	Fixation+	3	10.469	n/a	386.196
358.778	2.006	Cue	21	Picture	Suppress	3	8.447	n/a	391.22
360.784	4.99	Pic	21	Picture	IAPS_06	3	3.457	n/a	393.226
365.775	2.006	Blank	21	Picture	BLANK	3	1.451	n/a	398.216
369.231	n/a	ConfirmRating	21	Response	n/a	3	n/a	1	401.673
369.256	4.012	ITI	22	Picture	Fixation+	1	10.205	n/a	401.697
373.285	2.006	Cue	22	Picture	Maintain	1	8.182	n/a	405.726
375.291	4.99	Pic	22	Picture	IAPS_16	1	3.192	n/a	407.732
