onset	duration	response_time
12.7	n/a	0.268
21.6	n/a	0.218
24.4	n/a	0.319
33.6	n/a	0.245
36.8	n/a	0.335
46.7	n/a	0.294
51.1	n/a	0.240
59.8	n/a	0.251
67.6	n/a	0.445
75.2	n/a	0.268
79.3	n/a	0.286
82.2	n/a	0.258
92.0	n/a	0.197
100.5	n/a	0.216
106.1	n/a	0.257
113.3	n/a	0.178
116.0	n/a	0.338
121.1	n/a	0.219
127.9	n/a	0.198
135.0	n/a	0.194
139.9	n/a	0.225
147.6	n/a	0.224
155.3	n/a	0.226
161.2	n/a	0.215
166.7	n/a	0.273
171.3	n/a	0.231
181.5	n/a	0.221
190.5	n/a	0.243
193.8	n/a	0.324
200.6	n/a	0.001
204.2	n/a	0.326
214.1	n/a	0.201
222.0	n/a	0.262
229.0	n/a	0.266
238.0	n/a	0.245
243.1	n/a	0.287
246.8	n/a	0.331
250.7	n/a	0.262
253.6	n/a	0.002
257.0	n/a	0.299
264.8	n/a	0.265
271.2	n/a	0.211
276.4	n/a	0.199
282.9	n/a	0.208
292.6	n/a	0.187
298.5	n/a	0.351
