onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.017	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	29.256
10.047	5.007	ITI	0	Picture	Fixation+	1	12.942	n/a	39.286
15.071	2.006	Cue	0	Picture	Maintain	1	10.919	n/a	44.31
17.077	4.99	Pic	0	Picture	IAPS_01	1	5.929	n/a	46.316
22.067	2.006	Blank	0	Picture	BLANK	1	3.923	n/a	51.306
27.996	n/a	ConfirmRating	0	Response	n/a	1	n/a	5	57.235
28.019	6.002	ITI	1	Picture	Fixation+	2	13.15	n/a	57.258
34.037	2.006	Cue	1	Picture	Enhance	2	11.128	n/a	63.276
36.043	4.99	Pic	1	Picture	IAPS_26	2	6.137	n/a	65.282
41.033	2.006	Blank	1	Picture	BLANK	2	4.131	n/a	70.272
47.17	n/a	ConfirmRating	1	Response	n/a	2	n/a	6	76.409
47.2	4.012	ITI	2	Picture	Fixation+	3	13.985	n/a	76.439
51.229	2.006	Cue	2	Picture	Suppress	3	11.962	n/a	80.468
53.235	4.99	Pic	2	Picture	IAPS_36	3	6.972	n/a	82.474
58.225	2.006	Blank	2	Picture	BLANK	3	4.966	n/a	87.464
65.197	n/a	ConfirmRating	2	Response	n/a	3	n/a	6	94.436
65.221	5.007	ITI	3	Picture	Fixation+	4	13.22	n/a	94.46
70.245	2.006	Cue	3	Picture	Maintain	4	11.197	n/a	99.484
72.251	4.99	Pic	3	Picture	IAPS_46	4	6.207	n/a	101.49
77.241	2.006	Blank	3	Picture	BLANK	4	4.201	n/a	106.48
83.448	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	112.687
83.475	5.007	ITI	4	Picture	Fixation+	4	11.316	n/a	112.714
88.498	2.006	Cue	4	Picture	Maintain	4	9.294	n/a	117.737
90.504	4.99	Pic	4	Picture	IAPS_49	4	4.303	n/a	119.743
95.494	2.006	Blank	4	Picture	BLANK	4	2.297	n/a	124.733
99.798	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	129.037
99.821	6.002	ITI	5	Picture	Fixation+	2	10.839	n/a	129.06
105.839	2.006	Cue	5	Picture	Enhance	2	8.816	n/a	135.078
107.845	4.99	Pic	5	Picture	IAPS_27	2	3.826	n/a	137.084
112.835	2.006	Blank	5	Picture	BLANK	2	1.82	n/a	142.075
116.661	n/a	ConfirmRating	5	Response	n/a	2	n/a	6	145.9
116.682	4.012	ITI	6	Picture	Fixation+	1	11.056	n/a	145.921
120.71	2.006	Cue	6	Picture	Maintain	1	9.034	n/a	149.95
122.716	4.99	Pic	6	Picture	IAPS_02	1	4.043	n/a	151.956
