onset	duration	response_time
12.9	n/a	0.225
20.7	n/a	0.239
24.1	n/a	0.272
29.8	n/a	0.227
39.1	n/a	0.216
49.2	n/a	0.250
54.7	n/a	0.294
58.4	n/a	0.286
65.5	n/a	0.222
70.7	n/a	0.224
78.7	n/a	0.262
84.7	n/a	0.357
93.1	n/a	0.204
99.9	n/a	0.241
109.5	n/a	0.295
112.5	n/a	0.305
121.6	n/a	0.308
127.5	n/a	0.240
130.8	n/a	0.240
133.8	n/a	0.233
140.9	n/a	0.241
145.0	n/a	0.261
152.9	n/a	0.240
161.6	n/a	0.348
171.7	n/a	0.220
176.4	n/a	0.290
181.0	n/a	0.326
189.0	n/a	0.253
193.2	n/a	0.241
198.3	n/a	0.266
205.9	n/a	0.255
213.6	n/a	0.255
222.8	n/a	0.290
227.5	n/a	0.325
230.0	n/a	0.372
237.9	n/a	0.236
244.8	n/a	0.235
249.5	n/a	0.290
257.1	n/a	0.283
260.4	n/a	0.356
265.7	n/a	0.270
274.4	n/a	0.241
278.4	n/a	0.283
284.3	n/a	0.238
290.4	n/a	0.243
296.4	n/a	0.300
