onset	duration	response_time
12.6	n/a	0.277
15.8	n/a	0.314
18.5	n/a	0.241
26.0	n/a	0.250
33.6	n/a	0.244
43.6	n/a	0.244
53.3	n/a	0.247
56.8	n/a	0.316
66.5	n/a	0.232
75.3	n/a	0.216
79.2	n/a	0.221
82.1	n/a	0.444
84.5	n/a	0.217
89.3	n/a	0.222
97.7	n/a	0.285
101.5	n/a	0.255
107.1	n/a	0.457
112.6	n/a	0.280
120.5	n/a	0.219
127.5	n/a	0.234
136.1	n/a	0.243
140.4	n/a	0.287
145.8	n/a	0.263
152.5	n/a	0.263
156.5	n/a	0.249
160.9	n/a	0.244
166.5	n/a	0.242
173.7	n/a	0.233
183.1	n/a	0.302
186.4	n/a	0.221
194.1	n/a	0.225
200.9	n/a	0.207
205.7	n/a	0.295
214.1	n/a	0.210
218.3	n/a	0.268
224.5	n/a	0.242
228.2	n/a	0.243
233.3	n/a	0.219
239.4	n/a	0.208
246.9	n/a	0.235
253.3	n/a	0.248
258.1	n/a	0.333
260.6	n/a	0.286
267.7	n/a	0.210
274.3	n/a	0.224
278.8	n/a	0.239
286.8	n/a	0.245
290.4	n/a	0.269
298.5	n/a	0.222
