onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.134	04:27:10	1	10626	1	1	2	1	5	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
5.0	n/a	1.029	04:27:15	1	15490	2	2	2	4	16	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
10.0	n/a	1.075	04:27:20	1	20393	3	3	2	5	14	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
15.0	n/a	0.966	04:27:25	1	25181	4	4	2	16	13	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
20.0	n/a	3.395	04:27:30	1	38021	5	5	6	6	11	5	1	15	9	n/a	n/a	1,5	1
33.0	n/a	1.264	04:27:43	1	48730	6	6	6	9	10	13	3	7	8	n/a	n/a	11,3	1
44.0	n/a	1.272	04:27:54	1	59976	7	7	6	4	6	7	14	9	5	n/a	n/a	5,6	1
55.0	n/a	1.016	04:28:05	1	64830	8	8	2	16	10	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
60.0	n/a	1.761	04:28:10	1	76065	9	9	6	13	4	10	7	2	8	n/a	n/a	16,1	1
71.0	n/a	3.672	04:28:21	1	89183	10	10	6	4	16	11	8	13	5	n/a	n/a	8,5	1
84.0	n/a	2.735	04:28:34	1	101361	11	11	6	6	13	10	11	1	5	n/a	n/a	11,4	1
96.0	n/a	1.119	04:28:46	1	106303	12	12	2	1	15	n/a	n/a	n/a	n/a	n/a	n/a	15,2	1
