onset	duration	response_time
10.6	n/a	0.382
17.2	n/a	0.197
20.2	n/a	0.340
30.0	n/a	0.200
36.1	n/a	0.210
42.7	n/a	0.194
52.4	n/a	0.210
56.8	n/a	0.288
63.8	n/a	0.239
66.5	n/a	0.429
72.9	n/a	0.185
81.0	n/a	0.219
84.2	n/a	0.354
87.5	n/a	0.330
91.9	n/a	0.328
99.3	n/a	0.214
109.4	n/a	0.210
114.0	n/a	0.259
121.8	n/a	0.209
128.2	n/a	0.249
134.7	n/a	0.279
138.3	n/a	0.358
146.5	n/a	0.211
150.2	n/a	0.283
153.8	n/a	0.286
161.6	n/a	0.361
167.7	n/a	0.289
175.4	n/a	0.343
182.8	n/a	0.253
185.4	n/a	0.442
189.7	n/a	0.254
194.3	n/a	0.296
204.1	n/a	0.255
211.1	n/a	0.210
219.1	n/a	0.261
225.8	n/a	0.226
231.1	n/a	0.747
234.3	n/a	0.470
242.1	n/a	0.256
246.7	n/a	0.176
250.9	n/a	0.270
256.4	n/a	0.194
261.1	n/a	0.264
265.5	n/a	0.001
267.8	n/a	0.206
273.9	n/a	0.554
282.0	n/a	0.179
291.5	n/a	0.194
298.7	n/a	0.238
