onset	duration	response_time
15.3	n/a	0.263
18.2	n/a	0.324
25.0	n/a	0.251
29.2	n/a	0.287
36.7	n/a	0.275
42.0	n/a	0.263
50.3	n/a	0.240
59.3	n/a	0.269
64.2	n/a	0.320
72.9	n/a	0.241
76.5	n/a	0.371
83.2	n/a	0.280
87.5	n/a	0.285
96.6	n/a	0.224
104.5	n/a	0.269
110.3	n/a	0.272
116.8	n/a	0.256
121.0	n/a	0.279
127.8	n/a	0.236
137.1	n/a	0.211
142.7	n/a	0.283
152.6	n/a	0.244
156.4	n/a	0.322
162.6	n/a	0.304
168.7	n/a	0.262
173.0	n/a	0.337
176.9	n/a	0.330
180.2	n/a	0.318
186.5	n/a	0.223
193.2	n/a	0.232
200.0	n/a	0.269
209.4	n/a	0.262
216.0	n/a	0.300
223.6	n/a	0.214
229.2	n/a	0.278
232.7	n/a	0.275
242.1	n/a	0.242
248.7	n/a	0.229
252.6	n/a	0.269
259.0	n/a	0.288
262.1	n/a	0.356
267.9	n/a	0.366
274.9	n/a	0.245
283.8	n/a	0.234
293.6	n/a	0.234
