onset	duration	trial_type	event_type	time_until_response	response_time	trial_number	block_num_within_trial	image_seq_num_within_block	question_seq_num_within_block	image_seq_num	picture_number	condition	question_type	block_type	rating	rating_computed	onset_uncorrected	KDEV_imagefile
0.003	10.014	ITI	Fixation+	103.505	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	31.146	n/a
10.033	0.497	angry	Picture	102.991	n/a	1	1	1	n/a	1	46	2	n/a	n/a	n/a	n/a	41.176	AF09HAS.jpg
10.53	0.514	Blank	Blank	102.477	n/a	1	1	1	n/a	1	n/a	2	n/a	n/a	n/a	n/a	41.674	n/a
11.061	0.497	angry	Picture	101.963	n/a	1	1	2	n/a	2	69	2	n/a	n/a	n/a	n/a	42.204	AM10HAS.jpg
11.558	0.514	Blank	Blank	101.449	n/a	1	1	2	n/a	2	n/a	2	n/a	n/a	n/a	n/a	42.702	n/a
12.089	0.497	angry	Picture	100.935	n/a	1	1	3	n/a	3	71	2	n/a	n/a	n/a	n/a	43.232	BM12HAS.jpg
12.586	0.514	Blank	Blank	100.421	n/a	1	1	3	n/a	3	n/a	2	n/a	n/a	n/a	n/a	43.729	n/a
13.117	0.497	angry	Picture	99.907	n/a	1	1	4	n/a	4	51	2	n/a	n/a	n/a	n/a	44.26	AF20HAS.jpg
13.614	0.514	Blank	Blank	99.393	n/a	1	1	4	n/a	4	n/a	2	n/a	n/a	n/a	n/a	44.757	n/a
14.144	0.497	angry	Picture	98.879	n/a	1	1	5	n/a	5	67	2	n/a	n/a	n/a	n/a	45.288	BM08HAS.jpg
14.642	0.514	Blank	Blank	98.365	n/a	1	1	5	n/a	5	n/a	2	n/a	n/a	n/a	n/a	45.785	n/a
15.172	0.497	angry	Picture	97.852	n/a	1	1	6	n/a	6	60	2	n/a	n/a	n/a	n/a	46.316	AF32HAS.jpg
15.67	0.514	Blank	Blank	97.338	n/a	1	1	6	n/a	6	n/a	2	n/a	n/a	n/a	n/a	46.813	n/a
16.2	0.497	angry	Picture	96.824	n/a	1	1	7	n/a	7	42	2	n/a	n/a	n/a	n/a	47.343	AF03HAS.jpg
16.698	0.514	Blank	Blank	96.31	n/a	1	1	7	n/a	7	n/a	2	n/a	n/a	n/a	n/a	47.841	n/a
17.228	0.497	angry	Picture	95.796	n/a	1	1	8	n/a	8	55	2	n/a	n/a	n/a	n/a	48.371	AF25HAS.jpg
17.726	0.514	Blank	Blank	95.282	n/a	1	1	8	n/a	8	n/a	2	n/a	n/a	n/a	n/a	48.869	n/a
18.256	0.497	angry	Picture	94.768	n/a	1	1	9	n/a	9	72	2	n/a	n/a	n/a	n/a	49.399	AM14HAS.jpg
18.753	0.514	Blank	Blank	94.254	n/a	1	1	9	n/a	9	n/a	2	n/a	n/a	n/a	n/a	49.897	n/a
19.284	0.497	angry	Picture	93.74	n/a	1	1	10	n/a	10	63	2	n/a	n/a	n/a	n/a	50.427	AM04HAS.jpg
19.781	0.514	Blank	Blank	93.226	n/a	1	1	10	n/a	10	n/a	2	n/a	n/a	n/a	n/a	50.925	n/a
20.312	0.497	angry	Picture	92.712	n/a	1	1	11	n/a	11	58	2	n/a	n/a	n/a	n/a	51.455	BF29HAS.jpg
20.809	0.514	Blank	Blank	92.198	n/a	1	1	11	n/a	11	n/a	2	n/a	n/a	n/a	n/a	51.952	n/a
21.34	0.497	angry	Picture	91.684	n/a	1	1	12	n/a	12	48	2	n/a	n/a	n/a	n/a	52.483	AF14HAS.jpg
21.837	0.514	Blank	Blank	91.17	n/a	1	1	12	n/a	12	n/a	2	n/a	n/a	n/a	n/a	52.98	n/a
22.368	0.497	angry	Picture	90.656	n/a	1	1	13	n/a	13	66	2	n/a	n/a	n/a	n/a	53.511	BM07HAS.jpg
22.865	0.514	Blank	Blank	90.142	n/a	1	1	13	n/a	13	n/a	2	n/a	n/a	n/a	n/a	54.008	n/a
23.395	0.497	angry	Picture	89.628	n/a	1	1	14	n/a	14	70	2	n/a	n/a	n/a	n/a	54.539	BM11HAS.jpg
23.893	0.514	Blank	Blank	89.115	n/a	1	1	14	n/a	14	n/a	2	n/a	n/a	n/a	n/a	55.036	n/a
24.423	0.497	angry	Picture	88.601	n/a	1	1	15	n/a	15	43	2	n/a	n/a	n/a	n/a	55.567	BF04HAS.jpg
24.921	0.514	Blank	Blank	88.087	n/a	1	1	15	n/a	15	n/a	2	n/a	n/a	n/a	n/a	56.064	n/a
25.451	0.497	angry	Picture	87.573	n/a	1	1	16	n/a	16	49	2	n/a	n/a	n/a	n/a	56.594	AF17HAS.jpg
25.948	0.514	Blank	Blank	87.059	n/a	1	1	16	n/a	16	n/a	2	n/a	n/a	n/a	n/a	57.092	n/a
26.479	0.497	angry	Picture	86.545	n/a	1	1	17	n/a	17	75	2	n/a	n/a	n/a	n/a	57.622	AM23HAS.jpg
26.976	0.514	Blank	Blank	86.031	n/a	1	1	17	n/a	17	n/a	2	n/a	n/a	n/a	n/a	58.12	n/a
27.507	0.497	angry	Picture	85.517	n/a	1	1	18	n/a	18	80	2	n/a	n/a	n/a	n/a	58.65	BM35HAS.jpg
28.004	0.514	Blank	Blank	85.003	n/a	1	1	18	n/a	18	n/a	2	n/a	n/a	n/a	n/a	59.148	n/a
28.535	0.497	angry	Picture	84.489	n/a	1	1	19	n/a	19	76	2	n/a	n/a	n/a	n/a	59.678	BM24HAS.jpg
29.032	0.514	Blank	Blank	83.975	n/a	1	1	19	n/a	19	n/a	2	n/a	n/a	n/a	n/a	60.175	n/a
29.563	0.497	angry	Picture	83.461	n/a	1	1	20	n/a	20	74	2	n/a	n/a	n/a	n/a	60.706	AM22HAS.jpg
30.06	0.514	Blank	Blank	82.947	n/a	1	1	20	n/a	20	n/a	2	n/a	n/a	n/a	n/a	61.203	n/a
30.591	10.014	ITI	Fixation+	72.917	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	61.734	n/a
40.621	0.497	neutral	Picture	72.403	n/a	1	2	1	n/a	21	33	1	n/a	n/a	n/a	n/a	71.764	AM21NES.jpg
41.118	0.514	Blank	Blank	71.889	n/a	1	2	1	n/a	21	n/a	1	n/a	n/a	n/a	n/a	72.261	n/a
41.649	0.497	neutral	Picture	71.375	n/a	1	2	2	n/a	22	39	1	n/a	n/a	n/a	n/a	72.792	AM28NES.jpg
42.146	0.514	Blank	Blank	70.861	n/a	1	2	2	n/a	22	n/a	1	n/a	n/a	n/a	n/a	73.289	n/a
42.677	0.497	neutral	Picture	70.347	n/a	1	2	3	n/a	23	25	1	n/a	n/a	n/a	n/a	73.82	BM06NES.jpg
43.174	0.514	Blank	Blank	69.833	n/a	1	2	3	n/a	23	n/a	1	n/a	n/a	n/a	n/a	74.317	n/a
43.704	0.497	neutral	Picture	69.32	n/a	1	2	4	n/a	24	5	1	n/a	n/a	n/a	n/a	74.848	BF07NES.jpg
44.202	0.514	Blank	Blank	68.805	n/a	1	2	4	n/a	24	n/a	1	n/a	n/a	n/a	n/a	75.345	n/a
44.732	0.497	neutral	Picture	68.292	n/a	1	2	5	n/a	25	10	1	n/a	n/a	n/a	n/a	75.876	AF18NES.jpg
45.23	0.514	Blank	Blank	67.778	n/a	1	2	5	n/a	25	n/a	1	n/a	n/a	n/a	n/a	76.373	n/a
45.76	0.497	neutral	Picture	67.264	n/a	1	2	6	n/a	26	34	1	n/a	n/a	n/a	n/a	76.903	AM22NES.jpg
46.258	0.514	Blank	Blank	66.75	n/a	1	2	6	n/a	26	n/a	1	n/a	n/a	n/a	n/a	77.401	n/a
46.788	0.497	neutral	Picture	66.236	n/a	1	2	7	n/a	27	36	1	n/a	n/a	n/a	n/a	77.931	BM24NES.jpg
47.285	0.514	Blank	Blank	65.722	n/a	1	2	7	n/a	27	n/a	1	n/a	n/a	n/a	n/a	78.429	n/a
47.816	0.497	neutral	Picture	65.208	n/a	1	2	8	n/a	28	14	1	n/a	n/a	n/a	n/a	78.959	AF23NES.jpg
