onset	duration	response_time
14.7	n/a	0.201
21.2	n/a	0.199
27.4	n/a	0.197
33.4	n/a	0.184
39.0	n/a	0.200
43.9	n/a	0.197
48.8	n/a	0.001
51.1	n/a	0.463
55.8	n/a	0.001
58.7	n/a	0.639
68.4	n/a	0.213
76.9	n/a	0.218
86.9	n/a	0.241
95.0	n/a	0.193
102.6	n/a	0.209
105.8	n/a	0.278
110.7	n/a	0.202
118.5	n/a	0.199
124.2	n/a	0.222
132.8	n/a	0.213
139.7	n/a	0.203
146.8	n/a	0.239
151.3	n/a	0.228
158.1	n/a	0.210
167.6	n/a	0.223
176.4	n/a	0.206
182.7	n/a	0.235
188.3	n/a	0.207
196.3	n/a	0.225
206.1	n/a	0.213
213.4	n/a	0.215
220.5	n/a	0.215
228.3	n/a	0.219
237.2	n/a	0.219
243.4	n/a	0.205
250.2	n/a	0.227
258.4	n/a	0.231
265.6	n/a	0.208
268.8	n/a	0.289
271.6	n/a	0.229
274.4	n/a	0.274
281.8	n/a	0.204
290.3	n/a	0.227
293.3	n/a	0.233
296.0	n/a	0.285
