onset	duration	response_time
9.7	n/a	0.337
16.4	n/a	0.289
25.3	n/a	0.311
29.2	n/a	0.377
36.1	n/a	0.310
41.8	n/a	0.247
44.6	n/a	0.412
51.6	n/a	0.307
60.2	n/a	0.276
65.3	n/a	0.312
71.0	n/a	0.340
78.1	n/a	0.512
81.8	n/a	0.343
85.8	n/a	0.266
88.6	n/a	0.266
92.5	n/a	0.263
98.4	n/a	0.328
102.6	n/a	0.337
107.4	n/a	0.275
115.7	n/a	0.298
123.2	n/a	0.357
131.7	n/a	0.254
140.4	n/a	0.319
149.0	n/a	0.253
158.9	n/a	0.281
165.8	n/a	0.329
171.0	n/a	0.298
174.3	n/a	0.409
183.5	n/a	0.362
189.8	n/a	0.309
193.1	n/a	0.295
201.5	n/a	0.271
204.8	n/a	0.327
213.0	n/a	0.260
218.8	n/a	0.288
221.4	n/a	0.369
229.4	n/a	0.311
237.5	n/a	0.270
247.3	n/a	0.352
253.2	n/a	0.292
262.5	n/a	0.329
265.9	n/a	0.359
271.7	n/a	0.328
280.9	n/a	0.365
283.9	n/a	0.387
293.0	n/a	0.301
296.0	n/a	0.336
