onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.015	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	25.692
10.045	5.007	ITI	0	Picture	Fixation+	1	15.799	n/a	35.722
15.068	2.006	Cue	0	Picture	Maintain	1	13.777	n/a	40.745
17.074	4.99	Pic	0	Picture	IAPS_01	1	8.787	n/a	42.751
22.064	2.006	Blank	0	Picture	BLANK	1	6.78	n/a	47.742
30.851	n/a	ConfirmRating	0	Response	n/a	1	n/a	6	56.528
30.868	6.002	ITI	1	Picture	Fixation+	2	11.662	n/a	56.545
36.886	2.006	Cue	1	Picture	Enhance	2	9.64	n/a	62.563
38.892	4.99	Pic	1	Picture	IAPS_26	2	4.649	n/a	64.569
43.882	2.006	Blank	1	Picture	BLANK	2	2.644	n/a	69.559
48.532	n/a	ConfirmRating	1	Response	n/a	2	n/a	7	74.209
48.558	4.012	ITI	2	Picture	Fixation+	3	13.193	n/a	74.235
52.586	2.006	Cue	2	Picture	Suppress	3	11.17	n/a	78.263
54.592	4.99	Pic	2	Picture	IAPS_36	3	6.18	n/a	80.269
59.582	2.006	Blank	2	Picture	BLANK	3	4.174	n/a	85.26
65.763	n/a	ConfirmRating	2	Response	n/a	3	n/a	6	91.44
65.783	5.007	ITI	3	Picture	Fixation+	4	11.105	n/a	91.46
70.806	2.006	Cue	3	Picture	Maintain	4	9.082	n/a	96.483
72.812	4.99	Pic	3	Picture	IAPS_46	4	4.092	n/a	98.489
77.803	2.006	Blank	3	Picture	BLANK	4	2.086	n/a	103.48
81.894	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	107.571
81.914	5.007	ITI	4	Picture	Fixation+	4	11.19	n/a	107.591
86.937	2.006	Cue	4	Picture	Maintain	4	9.167	n/a	112.615
88.944	4.99	Pic	4	Picture	IAPS_49	4	4.177	n/a	114.621
93.934	2.006	Blank	4	Picture	BLANK	4	2.171	n/a	119.611
98.111	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	123.788
98.128	6.002	ITI	5	Picture	Fixation+	2	10.675	n/a	123.805
104.146	2.006	Cue	5	Picture	Enhance	2	8.653	n/a	129.823
106.152	4.99	Pic	5	Picture	IAPS_27	2	3.662	n/a	131.829
111.143	2.006	Blank	5	Picture	BLANK	2	1.656	n/a	136.82
114.805	n/a	ConfirmRating	5	Response	n/a	2	n/a	6	140.482
114.823	4.012	ITI	6	Picture	Fixation+	1	12.341	n/a	140.5
118.852	2.006	Cue	6	Picture	Maintain	1	10.319	n/a	144.529
120.858	4.99	Pic	6	Picture	IAPS_02	1	5.329	n/a	146.535
125.848	2.006	Blank	6	Picture	BLANK	1	3.323	n/a	151.525
131.177	n/a	ConfirmRating	6	Response	n/a	1	n/a	0	156.854
131.203	6.002	ITI	7	Picture	Fixation+	3	11.022	n/a	156.88
137.221	2.006	Cue	7	Picture	Suppress	3	8.999	n/a	162.898
139.227	4.99	Pic	7	Picture	IAPS_37	3	4.009	n/a	164.904
144.217	2.006	Blank	7	Picture	BLANK	3	2.003	n/a	169.894
148.226	n/a	ConfirmRating	7	Response	n/a	3	n/a	7	173.903
148.246	5.007	ITI	8	Picture	Fixation+	4	13.188	n/a	173.923
153.269	2.006	Cue	8	Picture	Maintain	4	11.166	n/a	178.946
155.275	4.99	Pic	8	Picture	IAPS_52	4	6.175	n/a	180.952
160.266	2.006	Blank	8	Picture	BLANK	4	4.169	n/a	185.943
166.441	n/a	ConfirmRating	8	Response	n/a	4	n/a	5	192.118
166.466	6.002	ITI	9	Picture	Fixation+	1	12.89	n/a	192.143
172.484	2.006	Cue	9	Picture	Maintain	1	10.868	n/a	198.161
174.49	4.99	Pic	9	Picture	IAPS_03	1	5.877	n/a	200.167
179.48	2.006	Blank	9	Picture	BLANK	1	3.871	n/a	205.157
185.358	n/a	ConfirmRating	9	Response	n/a	1	n/a	6	211.035
185.382	5.007	ITI	10	Picture	Fixation+	2	10.606	n/a	211.06
190.406	2.006	Cue	10	Picture	Enhance	2	8.584	n/a	216.083
192.412	4.99	Pic	10	Picture	IAPS_28	2	3.593	n/a	218.089
197.402	2.006	Blank	10	Picture	BLANK	2	1.587	n/a	223.079
200.995	n/a	ConfirmRating	10	Response	n/a	2	n/a	6	226.673
201.016	4.012	ITI	11	Picture	Fixation+	3	10.47	n/a	226.693
205.045	2.006	Cue	11	Picture	Suppress	3	8.447	n/a	230.722
207.051	4.99	Pic	11	Picture	IAPS_38	3	3.457	n/a	232.728
212.041	2.006	Blank	11	Picture	BLANK	3	1.451	n/a	237.718
215.498	n/a	ConfirmRating	11	Response	n/a	3	n/a	7	241.175
215.523	6.002	ITI	12	Picture	Fixation+	2	12.458	n/a	241.2
221.541	2.006	Cue	12	Picture	Enhance	2	10.435	n/a	247.218
223.547	4.99	Pic	12	Picture	IAPS_29	2	5.445	n/a	249.224
228.537	2.006	Blank	12	Picture	BLANK	2	3.439	n/a	254.214
233.982	n/a	ConfirmRating	12	Response	n/a	2	n/a	5	259.659
234.008	5.007	ITI	13	Picture	Fixation+	1	14.289	n/a	259.685
239.031	2.006	Cue	13	Picture	Maintain	1	12.266	n/a	264.709
241.038	4.99	Pic	13	Picture	IAPS_04	1	7.276	n/a	266.715
246.028	2.006	Blank	13	Picture	BLANK	1	5.27	n/a	271.705
253.304	n/a	ConfirmRating	13	Response	n/a	1	n/a	3	278.981
253.322	4.012	ITI	14	Picture	Fixation+	4	12.655	n/a	279.0
257.351	2.006	Cue	14	Picture	Maintain	4	10.632	n/a	283.028
259.357	4.99	Pic	14	Picture	IAPS_55	4	5.642	n/a	285.034
264.347	2.006	Blank	14	Picture	BLANK	4	3.636	n/a	290.024
269.99	n/a	ConfirmRating	14	Response	n/a	4	n/a	5	295.667
270.017	5.007	ITI	15	Picture	Fixation+	3	11.859	n/a	295.694
275.041	2.006	Cue	15	Picture	Suppress	3	9.837	n/a	300.718
277.047	4.99	Pic	15	Picture	IAPS_39	3	4.846	n/a	302.724
282.037	2.006	Blank	15	Picture	BLANK	3	2.84	n/a	307.714
286.883	n/a	ConfirmRating	15	Response	n/a	3	n/a	2	312.56
286.911	6.002	ITI	16	Picture	Fixation+	2	10.944	n/a	312.588
292.929	2.006	Cue	16	Picture	Enhance	2	8.922	n/a	318.606
294.935	4.99	Pic	16	Picture	IAPS_30	2	3.932	n/a	320.612
299.925	2.006	Blank	16	Picture	BLANK	2	1.925	n/a	325.603
303.857	n/a	ConfirmRating	16	Response	n/a	2	n/a	0	329.534
303.888	6.002	ITI	17	Picture	Fixation+	1	11.506	n/a	329.565
309.906	2.006	Cue	17	Picture	Maintain	1	9.484	n/a	335.583
311.912	4.99	Pic	17	Picture	IAPS_05	1	4.494	n/a	337.589
316.902	2.006	Blank	17	Picture	BLANK	1	2.487	n/a	342.579
321.396	n/a	ConfirmRating	17	Response	n/a	1	n/a	6	347.073
321.428	4.012	ITI	18	Picture	Fixation+	3	12.326	n/a	347.105
325.457	2.006	Cue	18	Picture	Suppress	3	10.304	n/a	351.134
327.463	4.99	Pic	18	Picture	IAPS_40	3	5.313	n/a	353.14
332.453	2.006	Blank	18	Picture	BLANK	3	3.308	n/a	358.13
337.767	n/a	ConfirmRating	18	Response	n/a	3	n/a	2	363.444
337.791	5.007	ITI	19	Picture	Fixation+	4	12.395	n/a	363.469
342.815	2.006	Cue	19	Picture	Maintain	4	10.372	n/a	368.492
344.821	4.99	Pic	19	Picture	IAPS_58	4	5.382	n/a	370.498
349.811	2.006	Blank	19	Picture	BLANK	4	3.376	n/a	375.488
355.193	n/a	ConfirmRating	19	Response	n/a	4	n/a	7	380.87
