onset	duration	response_time
14.0	n/a	0.231
20.2	n/a	0.315
26.2	n/a	0.214
30.1	n/a	0.266
38.0	n/a	0.285
43.9	n/a	0.329
47.3	n/a	0.301
57.2	n/a	0.299
67.2	n/a	0.259
73.1	n/a	0.334
83.2	n/a	0.414
86.0	n/a	0.438
91.1	n/a	0.305
98.8	n/a	0.321
106.2	n/a	0.238
111.3	n/a	0.230
118.5	n/a	0.267
126.0	n/a	0.255
129.1	n/a	0.320
139.2	n/a	0.222
148.2	n/a	0.199
151.3	n/a	0.344
157.5	n/a	0.295
162.2	n/a	0.286
167.1	n/a	0.274
177.2	n/a	0.221
181.4	n/a	0.276
190.9	n/a	0.280
198.0	n/a	0.311
205.0	n/a	0.367
207.7	n/a	0.359
215.2	n/a	0.286
221.2	n/a	0.316
226.0	n/a	0.270
234.7	n/a	0.269
242.2	n/a	0.265
252.2	n/a	0.278
262.4	n/a	0.272
270.0	n/a	0.265
274.6	n/a	0.240
280.0	n/a	0.281
286.8	n/a	0.382
290.0	n/a	0.317
293.4	n/a	0.257
298.1	n/a	0.240
