onset	duration	response_time
9.9	n/a	0.189
19.6	n/a	0.258
22.4	n/a	0.274
25.7	n/a	0.224
33.0	n/a	0.259
40.2	n/a	0.215
43.7	n/a	0.278
53.2	n/a	0.218
56.3	n/a	0.274
61.6	n/a	0.215
68.2	n/a	0.257
71.1	n/a	0.296
78.5	n/a	0.243
85.8	n/a	0.227
94.9	n/a	0.232
98.4	n/a	0.258
104.6	n/a	0.217
107.2	n/a	0.256
117.0	n/a	0.218
126.7	n/a	0.201
130.2	n/a	0.250
136.8	n/a	0.266
146.4	n/a	0.251
152.6	n/a	0.251
157.6	n/a	0.235
162.1	n/a	0.214
165.4	n/a	0.220
168.5	n/a	0.261
171.2	n/a	0.267
179.1	n/a	0.209
183.0	n/a	0.261
187.8	n/a	0.211
194.0	n/a	0.233
200.1	n/a	0.214
210.2	n/a	0.243
220.0	n/a	0.211
224.0	n/a	0.411
230.4	n/a	0.231
237.3	n/a	0.240
239.7	n/a	0.224
248.8	n/a	0.270
251.3	n/a	0.275
256.5	n/a	0.302
265.4	n/a	0.234
271.4	n/a	0.243
276.6	n/a	0.278
286.4	n/a	0.242
296.2	n/a	0.212
