onset	duration	response_time
12.4	n/a	0.225
16.9	n/a	0.242
23.9	n/a	0.224
33.0	n/a	0.296
42.3	n/a	0.224
46.7	n/a	0.262
50.1	n/a	0.309
57.7	n/a	0.248
61.4	n/a	0.385
66.2	n/a	0.200
76.1	n/a	0.218
79.1	n/a	0.327
86.0	n/a	0.240
93.1	n/a	0.234
96.1	n/a	0.256
105.1	n/a	0.212
110.0	n/a	0.207
115.5	n/a	0.227
124.7	n/a	0.232
134.3	n/a	0.213
143.1	n/a	0.202
148.5	n/a	0.206
157.1	n/a	0.191
164.0	n/a	0.224
172.0	n/a	0.284
177.5	n/a	0.218
185.4	n/a	0.232
189.9	n/a	0.203
199.7	n/a	0.246
206.3	n/a	0.224
213.5	n/a	0.263
221.9	n/a	0.200
229.6	n/a	0.228
233.4	n/a	0.276
242.2	n/a	0.242
244.8	n/a	0.349
249.8	n/a	0.230
259.4	n/a	0.215
268.9	n/a	0.196
273.4	n/a	0.260
280.3	n/a	0.185
287.6	n/a	0.219
294.9	n/a	0.205
297.4	n/a	0.313
