onset	duration	response_time
8.4	n/a	0.178
17.8	n/a	0.208
26.4	n/a	0.202
34.7	n/a	0.223
42.6	n/a	0.287
50.0	n/a	0.240
59.5	n/a	0.225
66.7	n/a	0.195
70.2	n/a	0.264
78.2	n/a	0.225
83.4	n/a	0.233
92.0	n/a	0.192
95.6	n/a	0.291
101.2	n/a	0.220
104.6	n/a	0.250
112.7	n/a	0.216
117.6	n/a	0.261
122.2	n/a	0.219
128.3	n/a	0.213
131.1	n/a	0.264
137.5	n/a	0.213
140.8	n/a	0.237
150.0	n/a	0.227
158.1	n/a	0.228
167.1	n/a	0.211
177.3	n/a	0.234
180.0	n/a	0.377
189.6	n/a	0.321
197.2	n/a	0.240
200.7	n/a	0.257
210.8	n/a	0.238
221.4	n/a	0.678
228.5	n/a	0.279
232.2	n/a	0.294
241.8	n/a	0.238
249.6	n/a	0.258
255.8	n/a	0.239
264.7	n/a	0.233
269.8	n/a	0.252
279.3	n/a	0.234
285.3	n/a	0.430
289.2	n/a	0.269
