onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.009	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	26.919
10.039	5.007	ITI	0	Picture	Fixation+	1	14.062	n/a	36.949
15.062	2.006	Cue	0	Picture	Maintain	1	12.039	n/a	41.972
17.068	4.99	Pic	0	Picture	IAPS_26	1	7.049	n/a	43.978
22.059	2.006	Blank	0	Picture	BLANK	1	5.043	n/a	48.968
29.107	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	56.017
29.138	6.002	ITI	1	Picture	Fixation+	2	15.857	n/a	56.048
35.156	2.006	Cue	1	Picture	Enhance	2	13.834	n/a	62.066
37.162	4.99	Pic	1	Picture	IAPS_36	2	8.844	n/a	64.072
42.152	2.006	Blank	1	Picture	BLANK	2	6.838	n/a	69.062
50.996	n/a	ConfirmRating	1	Response	n/a	2	n/a	2	77.906
51.022	4.012	ITI	2	Picture	Fixation+	3	13.373	n/a	77.932
55.05	2.006	Cue	2	Picture	Suppress	3	11.35	n/a	81.96
57.057	4.99	Pic	2	Picture	IAPS_01	3	6.36	n/a	83.966
62.047	2.006	Blank	2	Picture	BLANK	3	4.354	n/a	88.957
68.407	n/a	ConfirmRating	2	Response	n/a	3	n/a	7	95.317
68.43	5.007	ITI	3	Picture	Fixation+	4	12.197	n/a	95.339
73.453	2.006	Cue	3	Picture	Maintain	4	10.174	n/a	100.363
75.459	4.99	Pic	3	Picture	IAPS_46	4	5.184	n/a	102.369
80.449	2.006	Blank	3	Picture	BLANK	4	3.178	n/a	107.359
85.633	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	112.543
85.655	5.007	ITI	4	Picture	Fixation+	4	12.413	n/a	112.565
90.678	2.006	Cue	4	Picture	Maintain	4	10.39	n/a	117.588
92.684	4.99	Pic	4	Picture	IAPS_49	4	5.4	n/a	119.594
97.675	2.006	Blank	4	Picture	BLANK	4	3.394	n/a	124.585
103.074	n/a	ConfirmRating	4	Response	n/a	4	n/a	6	129.984
103.096	6.002	ITI	5	Picture	Fixation+	2	10.887	n/a	130.006
109.114	2.006	Cue	5	Picture	Enhance	2	8.864	n/a	136.024
111.12	4.99	Pic	5	Picture	IAPS_37	2	3.874	n/a	138.03
116.11	2.006	Blank	5	Picture	BLANK	2	1.868	n/a	143.02
119.984	n/a	ConfirmRating	5	Response	n/a	2	n/a	2	146.894
120.006	4.012	ITI	6	Picture	Fixation+	1	11.464	n/a	146.916
124.035	2.006	Cue	6	Picture	Maintain	1	9.442	n/a	150.945
126.041	4.99	Pic	6	Picture	IAPS_27	1	4.452	n/a	152.951
131.031	2.006	Blank	6	Picture	BLANK	1	2.445	n/a	157.941
135.483	n/a	ConfirmRating	6	Response	n/a	1	n/a	0	162.393
135.508	6.002	ITI	7	Picture	Fixation+	3	16.429	n/a	162.417
141.526	2.006	Cue	7	Picture	Suppress	3	14.407	n/a	168.435
143.532	4.99	Pic	7	Picture	IAPS_02	3	9.417	n/a	170.441
148.522	2.006	Blank	7	Picture	BLANK	3	7.411	n/a	175.432
157.939	n/a	ConfirmRating	7	Response	n/a	3	n/a	7	184.848
157.955	5.007	ITI	8	Picture	Fixation+	4	11.51	n/a	184.865
162.979	2.006	Cue	8	Picture	Maintain	4	9.488	n/a	189.888
164.985	4.99	Pic	8	Picture	IAPS_52	4	4.497	n/a	191.894
169.975	2.006	Blank	8	Picture	BLANK	4	2.491	n/a	196.885
174.472	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	201.382
174.501	6.002	ITI	9	Picture	Fixation+	1	15.735	n/a	201.411
180.519	2.006	Cue	9	Picture	Maintain	1	13.712	n/a	207.429
182.525	4.99	Pic	9	Picture	IAPS_28	1	8.722	n/a	209.435
187.515	2.006	Blank	9	Picture	BLANK	1	6.716	n/a	214.425
196.237	n/a	ConfirmRating	9	Response	n/a	1	n/a	3	223.147
196.269	5.007	ITI	10	Picture	Fixation+	2	10.869	n/a	223.179
201.292	2.006	Cue	10	Picture	Enhance	2	8.846	n/a	228.202
203.298	4.99	Pic	10	Picture	IAPS_38	2	3.856	n/a	230.208
208.288	2.006	Blank	10	Picture	BLANK	2	1.85	n/a	235.198
212.145	n/a	ConfirmRating	10	Response	n/a	2	n/a	2	239.054
212.168	4.012	ITI	11	Picture	Fixation+	3	11.09	n/a	239.078
216.197	2.006	Cue	11	Picture	Suppress	3	9.068	n/a	243.106
218.203	4.99	Pic	11	Picture	IAPS_03	3	4.078	n/a	245.113
223.193	2.006	Blank	11	Picture	BLANK	3	2.072	n/a	250.103
227.27	n/a	ConfirmRating	11	Response	n/a	3	n/a	7	254.18
227.288	6.002	ITI	12	Picture	Fixation+	2	11.468	n/a	254.198
233.306	2.006	Cue	12	Picture	Enhance	2	9.445	n/a	260.216
235.312	4.99	Pic	12	Picture	IAPS_39	2	4.455	n/a	262.222
240.302	2.006	Blank	12	Picture	BLANK	2	2.449	n/a	267.212
244.757	n/a	ConfirmRating	12	Response	n/a	2	n/a	2	271.667
244.779	5.007	ITI	13	Picture	Fixation+	1	10.964	n/a	271.688
249.802	2.006	Cue	13	Picture	Maintain	1	8.941	n/a	276.712
251.808	4.99	Pic	13	Picture	IAPS_29	1	3.951	n/a	278.718
256.798	2.006	Blank	13	Picture	BLANK	1	1.945	n/a	283.708
260.749	n/a	ConfirmRating	13	Response	n/a	1	n/a	2	287.659
260.777	4.012	ITI	14	Picture	Fixation+	4	11.985	n/a	287.687
264.806	2.006	Cue	14	Picture	Maintain	4	9.962	n/a	291.716
266.812	4.99	Pic	14	Picture	IAPS_55	4	4.972	n/a	293.722
271.802	2.006	Blank	14	Picture	BLANK	4	2.966	n/a	298.712
276.774	n/a	ConfirmRating	14	Response	n/a	4	n/a	7	303.684
276.792	5.007	ITI	15	Picture	Fixation+	3	11.571	n/a	303.702
281.816	2.006	Cue	15	Picture	Suppress	3	9.548	n/a	308.725
283.822	4.99	Pic	15	Picture	IAPS_04	3	4.558	n/a	310.731
288.812	2.006	Blank	15	Picture	BLANK	3	2.552	n/a	315.722
293.37	n/a	ConfirmRating	15	Response	n/a	3	n/a	6	320.279
293.388	6.002	ITI	16	Picture	Fixation+	2	11.113	n/a	320.297
299.406	2.006	Cue	16	Picture	Enhance	2	9.091	n/a	326.315
301.412	4.99	Pic	16	Picture	IAPS_40	2	4.1	n/a	328.322
306.402	2.006	Blank	16	Picture	BLANK	2	2.094	n/a	333.312
310.502	n/a	ConfirmRating	16	Response	n/a	2	n/a	1	337.412
310.53	6.002	ITI	17	Picture	Fixation+	1	10.91	n/a	337.44
316.548	2.006	Cue	17	Picture	Maintain	1	8.888	n/a	343.458
318.554	4.99	Pic	17	Picture	IAPS_30	1	3.898	n/a	345.464
323.544	2.006	Blank	17	Picture	BLANK	1	1.892	n/a	350.454
327.442	n/a	ConfirmRating	17	Response	n/a	1	n/a	2	354.352
327.474	4.012	ITI	18	Picture	Fixation+	3	11.538	n/a	354.383
331.502	2.006	Cue	18	Picture	Suppress	3	9.516	n/a	358.412
333.508	4.99	Pic	18	Picture	IAPS_05	3	4.525	n/a	360.418
338.498	2.006	Blank	18	Picture	BLANK	3	2.519	n/a	365.408
343.024	n/a	ConfirmRating	18	Response	n/a	3	n/a	7	369.934
343.041	5.007	ITI	19	Picture	Fixation+	4	12.838	n/a	369.951
348.065	2.006	Cue	19	Picture	Maintain	4	10.815	n/a	374.974
350.071	4.99	Pic	19	Picture	IAPS_58	4	5.825	n/a	376.98
355.061	2.006	Blank	19	Picture	BLANK	4	3.819	n/a	381.971
360.886	n/a	ConfirmRating	19	Response	n/a	4	n/a	7	387.795
360.913	6.002	ITI	20	Picture	Fixation+	4	11.552	n/a	387.823
366.931	2.006	Cue	20	Picture	Maintain	4	9.529	n/a	393.841
368.937	4.99	Pic	20	Picture	IAPS_47	4	4.539	n/a	395.847
373.928	2.006	Blank	20	Picture	BLANK	4	2.533	n/a	400.837
378.466	n/a	ConfirmRating	20	Response	n/a	4	n/a	7	405.376
378.487	5.007	ITI	21	Picture	Fixation+	3	10.451	n/a	405.397
383.51	2.006	Cue	21	Picture	Suppress	3	8.428	n/a	410.42
385.516	4.99	Pic	21	Picture	IAPS_06	3	3.438	n/a	412.426
390.506	2.006	Blank	21	Picture	BLANK	3	1.432	n/a	417.416
393.944	n/a	ConfirmRating	21	Response	n/a	3	n/a	0	420.854
393.971	4.012	ITI	22	Picture	Fixation+	1	11.385	n/a	420.881
398.0	2.006	Cue	22	Picture	Maintain	1	9.362	n/a	424.91
400.006	4.99	Pic	22	Picture	IAPS_16	1	4.372	n/a	426.916
404.996	2.006	Blank	22	Picture	BLANK	1	2.366	n/a	431.906
409.368	n/a	ConfirmRating	22	Response	n/a	1	n/a	1	436.278
409.39	4.012	ITI	23	Picture	Fixation+	2	10.486	n/a	436.299
413.418	2.006	Cue	23	Picture	Enhance	2	8.463	n/a	440.328
415.424	4.99	Pic	23	Picture	IAPS_41	2	3.473	n/a	442.334
420.414	2.006	Blank	23	Picture	BLANK	2	1.467	n/a	447.324
423.888	n/a	ConfirmRating	23	Response	n/a	2	n/a	3	450.798
423.913	5.007	ITI	24	Picture	Fixation+	1	11.132	n/a	450.822
428.936	2.006	Cue	24	Picture	Maintain	1	9.109	n/a	455.846
430.942	4.99	Pic	24	Picture	IAPS_17	1	4.119	n/a	457.852
435.932	2.006	Blank	24	Picture	BLANK	1	2.113	n/a	462.842
440.051	n/a	ConfirmRating	24	Response	n/a	1	n/a	1	466.961
440.077	4.012	ITI	25	Picture	Fixation+	2	10.834	n/a	466.987
444.106	2.006	Cue	25	Picture	Enhance	2	8.812	n/a	471.015
446.112	4.99	Pic	25	Picture	IAPS_42	2	3.821	n/a	473.021
451.102	2.006	Blank	25	Picture	BLANK	2	1.815	n/a	478.012
454.923	n/a	ConfirmRating	25	Response	n/a	2	n/a	3	481.833
454.948	6.002	ITI	26	Picture	Fixation+	4	11.824	n/a	481.858
460.966	2.006	Cue	26	Picture	Maintain	4	9.802	n/a	487.876
462.972	4.99	Pic	26	Picture	IAPS_50	4	4.811	n/a	489.882
467.962	2.006	Blank	26	Picture	BLANK	4	2.805	n/a	494.872
472.774	n/a	ConfirmRating	26	Response	n/a	4	n/a	7	499.684
472.803	5.007	ITI	27	Picture	Fixation+	3	11.4	n/a	499.713
477.827	2.006	Cue	27	Picture	Suppress	3	9.378	n/a	504.737
479.833	4.99	Pic	27	Picture	IAPS_07	3	4.387	n/a	506.743
484.823	2.006	Blank	27	Picture	BLANK	3	2.382	n/a	511.733
489.211	n/a	ConfirmRating	27	Response	n/a	3	n/a	1	516.12
489.233	5.007	ITI	28	Picture	Fixation+	2	10.554	n/a	516.143
494.256	2.006	Cue	28	Picture	Enhance	2	8.531	n/a	521.166
496.263	4.99	Pic	28	Picture	IAPS_43	2	3.541	n/a	523.172
501.253	2.006	Blank	28	Picture	BLANK	2	1.535	n/a	528.163
504.793	n/a	ConfirmRating	28	Response	n/a	2	n/a	3	531.703
504.817	4.012	ITI	29	Picture	Fixation+	3	10.782	n/a	531.727
