onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.006	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	28.195
10.036	5.007	ITI	0	Picture	Fixation+	1	13.9	n/a	38.225
15.059	2.006	Cue	0	Picture	Maintain	1	11.877	n/a	43.249
17.065	4.99	Pic	0	Picture	IAPS_26	1	6.887	n/a	45.255
22.055	2.006	Blank	0	Picture	BLANK	1	4.881	n/a	50.245
28.942	n/a	ConfirmRating	0	Response	n/a	1	n/a	6	57.132
28.969	6.002	ITI	1	Picture	Fixation+	2	11.119	n/a	57.158
34.987	2.006	Cue	1	Picture	Enhance	2	9.096	n/a	63.176
36.993	4.99	Pic	1	Picture	IAPS_36	2	4.106	n/a	65.183
41.983	2.006	Blank	1	Picture	BLANK	2	2.1	n/a	70.173
46.089	n/a	ConfirmRating	1	Response	n/a	2	n/a	1	74.279
46.111	4.012	ITI	2	Picture	Fixation+	3	11.991	n/a	74.301
50.14	2.006	Cue	2	Picture	Suppress	3	9.969	n/a	78.329
52.146	4.99	Pic	2	Picture	IAPS_01	3	4.979	n/a	80.336
57.136	2.006	Blank	2	Picture	BLANK	3	2.973	n/a	85.326
62.115	n/a	ConfirmRating	2	Response	n/a	3	n/a	3	90.304
62.143	5.007	ITI	3	Picture	Fixation+	4	10.69	n/a	90.333
67.166	2.006	Cue	3	Picture	Maintain	4	8.667	n/a	95.356
69.172	4.99	Pic	3	Picture	IAPS_46	4	3.677	n/a	97.362
74.163	2.006	Blank	3	Picture	BLANK	4	1.671	n/a	102.352
77.84	n/a	ConfirmRating	3	Response	n/a	4	n/a	6	106.029
77.86	5.007	ITI	4	Picture	Fixation+	4	12.699	n/a	106.049
82.883	2.006	Cue	4	Picture	Maintain	4	10.676	n/a	111.073
84.889	4.99	Pic	4	Picture	IAPS_49	4	5.686	n/a	113.079
89.88	2.006	Blank	4	Picture	BLANK	4	3.68	n/a	118.069
95.565	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	123.755
95.583	6.002	ITI	5	Picture	Fixation+	2	12.873	n/a	123.772
101.601	2.006	Cue	5	Picture	Enhance	2	10.851	n/a	129.79
103.607	4.99	Pic	5	Picture	IAPS_37	2	5.86	n/a	131.796
108.597	2.006	Blank	5	Picture	BLANK	2	3.854	n/a	136.786
114.457	n/a	ConfirmRating	5	Response	n/a	2	n/a	0	142.647
114.482	4.012	ITI	6	Picture	Fixation+	1	11.212	n/a	142.672
118.511	2.006	Cue	6	Picture	Maintain	1	9.19	n/a	146.701
120.517	4.99	Pic	6	Picture	IAPS_27	1	4.2	n/a	148.707
125.507	2.006	Blank	6	Picture	BLANK	1	2.193	n/a	153.697
129.707	n/a	ConfirmRating	6	Response	n/a	1	n/a	6	157.896
129.735	6.002	ITI	7	Picture	Fixation+	3	12.737	n/a	157.924
135.753	2.006	Cue	7	Picture	Suppress	3	10.715	n/a	163.942
137.759	4.99	Pic	7	Picture	IAPS_02	3	5.724	n/a	165.949
142.749	2.006	Blank	7	Picture	BLANK	3	3.718	n/a	170.939
148.474	n/a	ConfirmRating	7	Response	n/a	3	n/a	3	176.663
148.502	5.007	ITI	8	Picture	Fixation+	4	10.886	n/a	176.692
153.525	2.006	Cue	8	Picture	Maintain	4	8.863	n/a	181.715
155.531	4.99	Pic	8	Picture	IAPS_52	4	3.873	n/a	183.721
160.522	2.006	Blank	8	Picture	BLANK	4	1.867	n/a	188.711
164.394	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	192.584
164.418	6.002	ITI	9	Picture	Fixation+	1	10.494	n/a	192.607
170.436	2.006	Cue	9	Picture	Maintain	1	8.471	n/a	198.625
172.442	4.99	Pic	9	Picture	IAPS_28	1	3.481	n/a	200.631
177.432	2.006	Blank	9	Picture	BLANK	1	1.475	n/a	205.622
180.913	n/a	ConfirmRating	9	Response	n/a	1	n/a	7	209.103
180.93	5.007	ITI	10	Picture	Fixation+	2	13.435	n/a	209.12
185.954	2.006	Cue	10	Picture	Enhance	2	11.412	n/a	214.143
187.96	4.99	Pic	10	Picture	IAPS_38	2	6.422	n/a	216.149
192.95	2.006	Blank	10	Picture	BLANK	2	4.416	n/a	221.139
199.372	n/a	ConfirmRating	10	Response	n/a	2	n/a	3	227.561
199.399	4.012	ITI	11	Picture	Fixation+	3	11.592	n/a	227.589
203.428	2.006	Cue	11	Picture	Suppress	3	9.569	n/a	231.617
205.434	4.99	Pic	11	Picture	IAPS_03	3	4.579	n/a	233.623
210.424	2.006	Blank	11	Picture	BLANK	3	2.573	n/a	238.613
215.003	n/a	ConfirmRating	11	Response	n/a	3	n/a	5	243.192
215.033	6.002	ITI	12	Picture	Fixation+	2	12.807	n/a	243.222
221.051	2.006	Cue	12	Picture	Enhance	2	10.784	n/a	249.24
223.057	4.99	Pic	12	Picture	IAPS_39	2	5.794	n/a	251.246
228.047	2.006	Blank	12	Picture	BLANK	2	3.788	n/a	256.237
233.841	n/a	ConfirmRating	12	Response	n/a	2	n/a	0	262.031
233.866	5.007	ITI	13	Picture	Fixation+	1	11.964	n/a	262.056
238.89	2.006	Cue	13	Picture	Maintain	1	9.941	n/a	267.079
240.896	4.99	Pic	13	Picture	IAPS_29	1	4.951	n/a	269.085
245.886	2.006	Blank	13	Picture	BLANK	1	2.945	n/a	274.076
250.837	n/a	ConfirmRating	13	Response	n/a	1	n/a	2	279.027
250.86	4.012	ITI	14	Picture	Fixation+	4	10.901	n/a	279.049
254.888	2.006	Cue	14	Picture	Maintain	4	8.879	n/a	283.078
256.894	4.99	Pic	14	Picture	IAPS_55	4	3.888	n/a	285.084
