onset	duration	response_time
8.7	n/a	0.248
12.2	n/a	0.320
21.0	n/a	0.254
25.7	n/a	0.245
32.9	n/a	0.227
39.5	n/a	0.255
42.5	n/a	0.334
52.6	n/a	0.216
59.6	n/a	0.252
64.7	n/a	0.316
71.6	n/a	0.282
75.2	n/a	0.231
81.0	n/a	0.230
85.7	n/a	0.261
91.4	n/a	0.206
95.5	n/a	0.326
99.5	n/a	0.001
101.8	n/a	0.348
107.2	n/a	0.209
110.4	n/a	0.245
118.6	n/a	0.283
123.0	n/a	0.293
132.3	n/a	0.227
136.6	n/a	0.248
143.7	n/a	0.247
150.5	n/a	0.267
154.7	n/a	0.341
163.2	n/a	0.229
172.8	n/a	0.229
178.7	n/a	0.314
182.3	n/a	0.301
191.6	n/a	0.217
194.3	n/a	0.391
198.3	n/a	0.446
205.9	n/a	0.241
216.1	n/a	0.251
222.9	n/a	0.271
228.1	n/a	0.305
238.4	n/a	0.258
246.6	n/a	0.277
251.8	n/a	0.253
260.0	n/a	0.213
267.3	n/a	0.274
270.3	n/a	0.398
277.1	n/a	0.258
282.5	n/a	0.247
287.0	n/a	0.259
290.6	n/a	0.263
296.9	n/a	0.247
