onset	duration	response_time
11.2	n/a	0.261
20.6	n/a	0.218
23.3	n/a	0.285
29.5	n/a	0.001
31.2	n/a	0.755
33.9	n/a	0.377
38.9	n/a	0.239
46.9	n/a	0.239
55.1	n/a	0.206
58.6	n/a	0.357
63.0	n/a	0.226
69.5	n/a	0.212
79.5	n/a	0.249
84.0	n/a	0.416
92.3	n/a	0.231
99.1	n/a	0.266
108.4	n/a	0.229
115.2	n/a	0.227
119.0	n/a	0.291
122.0	n/a	0.221
128.3	n/a	0.257
134.7	n/a	0.294
138.1	n/a	0.272
145.6	n/a	0.269
148.6	n/a	0.300
156.6	n/a	0.245
162.9	n/a	0.243
165.7	n/a	0.298
168.7	n/a	0.290
172.0	n/a	0.238
177.3	n/a	0.247
182.5	n/a	0.298
186.5	n/a	0.228
196.3	n/a	0.212
199.5	n/a	0.253
208.4	n/a	0.230
214.8	n/a	0.256
221.5	n/a	0.266
226.4	n/a	0.253
229.1	n/a	0.287
232.8	n/a	0.288
240.2	n/a	0.266
245.5	n/a	0.001
249.5	n/a	0.279
258.0	n/a	0.217
266.0	n/a	0.271
269.2	n/a	0.394
278.5	n/a	0.209
281.6	n/a	0.303
290.6	n/a	0.272
294.0	n/a	0.231
