onset	duration	response_time
17.0	n/a	0.220
21.1	n/a	0.261
27.9	n/a	0.204
32.6	n/a	0.198
37.1	n/a	0.001
41.4	n/a	0.278
46.4	n/a	0.219
50.8	n/a	0.202
59.7	n/a	0.193
63.9	n/a	0.211
69.0	n/a	0.244
78.6	n/a	0.187
84.3	n/a	0.232
92.7	n/a	0.215
98.4	n/a	0.227
107.7	n/a	0.192
113.1	n/a	0.220
118.4	n/a	0.249
128.6	n/a	0.216
136.9	n/a	0.217
141.6	n/a	0.434
146.3	n/a	0.256
154.2	n/a	0.200
159.8	n/a	0.226
169.1	n/a	0.238
171.7	n/a	0.344
178.1	n/a	0.229
188.0	n/a	0.366
192.4	n/a	0.317
196.8	n/a	0.229
203.7	n/a	0.225
211.7	n/a	0.179
219.3	n/a	0.224
222.0	n/a	0.355
226.9	n/a	0.300
232.0	n/a	0.239
239.9	n/a	0.242
246.6	n/a	0.223
252.1	n/a	0.301
259.9	n/a	0.206
263.4	n/a	0.340
268.2	n/a	0.255
276.5	n/a	0.231
285.7	n/a	0.239
288.3	n/a	0.368
290.9	n/a	0.287
297.6	n/a	0.223
