onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	3.021	06:42:54	1	12491	1	1	2	3	8	n/a	n/a	n/a	n/a	n/a	n/a	3,1	0
6.0	n/a	1.467	06:43:00	1	23452	2	2	6	9	11	4	15	3	12	n/a	n/a	15,4	0
17.0	n/a	1.727	06:43:11	1	34650	3	3	6	6	5	10	7	16	13	n/a	n/a	10,3	0
29.0	n/a	2.049	06:43:23	1	40544	4	4	2	11	3	n/a	n/a	n/a	n/a	n/a	n/a	3,2	1
34.0	n/a	2.291	06:43:28	1	46676	5	5	2	11	14	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
41.0	n/a	3.263	06:43:35	1	59410	6	6	6	1	8	14	2	15	11	n/a	n/a	15,5	0
53.0	n/a	2.551	06:43:47	1	65807	7	7	2	11	4	n/a	n/a	n/a	n/a	n/a	n/a	11,1	0
60.0	n/a	2.787	06:43:54	1	78484	8	8	6	9	7	14	6	3	12	n/a	n/a	14,3	0
72.0	n/a	2.308	06:44:06	1	84641	9	9	2	15	16	n/a	n/a	n/a	n/a	n/a	n/a	7,2	1
79.0	n/a	1.643	06:44:13	1	95754	10	10	6	10	15	14	16	13	5	n/a	n/a	15,2	1
90.0	n/a	2.105	06:44:24	1	101721	11	11	2	3	4	n/a	n/a	n/a	n/a	n/a	n/a	3,1	1
96.0	n/a	1.406	06:44:30	1	113007	12	12	6	10	2	4	13	15	16	n/a	n/a	2,6	1
