onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.017	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	28.941
10.047	5.007	ITI	0	Picture	Fixation+	1	13.896	n/a	38.971
15.07	2.006	Cue	0	Picture	Maintain	1	11.873	n/a	43.995
17.076	4.99	Pic	0	Picture	IAPS_01	1	6.883	n/a	46.001
22.067	2.006	Blank	0	Picture	BLANK	1	4.877	n/a	50.991
28.95	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	57.874
28.98	6.002	ITI	1	Picture	Fixation+	2	11.83	n/a	57.904
34.998	2.006	Cue	1	Picture	Enhance	2	9.807	n/a	63.922
37.004	4.99	Pic	1	Picture	IAPS_26	2	4.817	n/a	65.928
41.994	2.006	Blank	1	Picture	BLANK	2	2.811	n/a	70.918
46.811	n/a	ConfirmRating	1	Response	n/a	2	n/a	7	75.735
46.835	4.012	ITI	2	Picture	Fixation+	3	12.411	n/a	75.759
50.864	2.006	Cue	2	Picture	Suppress	3	10.388	n/a	79.788
52.87	4.99	Pic	2	Picture	IAPS_36	3	5.398	n/a	81.794
57.86	2.006	Blank	2	Picture	BLANK	3	3.392	n/a	86.784
63.258	n/a	ConfirmRating	2	Response	n/a	3	n/a	2	92.182
63.281	5.007	ITI	3	Picture	Fixation+	4	12.847	n/a	92.205
68.305	2.006	Cue	3	Picture	Maintain	4	10.824	n/a	97.229
70.311	4.99	Pic	3	Picture	IAPS_46	4	5.834	n/a	99.235
75.301	2.006	Blank	3	Picture	BLANK	4	3.828	n/a	104.225
81.135	n/a	ConfirmRating	3	Response	n/a	4	n/a	6	110.059
81.153	5.007	ITI	4	Picture	Fixation+	4	11.141	n/a	110.077
86.176	2.006	Cue	4	Picture	Maintain	4	9.118	n/a	115.1
88.183	4.99	Pic	4	Picture	IAPS_49	4	4.128	n/a	117.107
93.173	2.006	Blank	4	Picture	BLANK	4	2.122	n/a	122.097
97.3	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	126.224
97.317	6.002	ITI	5	Picture	Fixation+	2	10.392	n/a	126.241
103.335	2.006	Cue	5	Picture	Enhance	2	8.37	n/a	132.26
105.341	4.99	Pic	5	Picture	IAPS_27	2	3.379	n/a	134.266
110.332	2.006	Blank	5	Picture	BLANK	2	1.373	n/a	139.256
113.711	n/a	ConfirmRating	5	Response	n/a	2	n/a	3	142.635
113.73	4.012	ITI	6	Picture	Fixation+	1	14.568	n/a	142.654
117.759	2.006	Cue	6	Picture	Maintain	1	12.546	n/a	146.683
119.765	4.99	Pic	6	Picture	IAPS_02	1	7.555	n/a	148.689
124.755	2.006	Blank	6	Picture	BLANK	1	5.549	n/a	153.679
132.311	n/a	ConfirmRating	6	Response	n/a	1	n/a	6	161.235
132.331	6.002	ITI	7	Picture	Fixation+	3	10.905	n/a	161.256
138.35	2.006	Cue	7	Picture	Suppress	3	8.883	n/a	167.274
140.356	4.99	Pic	7	Picture	IAPS_37	3	3.893	n/a	169.28
145.346	2.006	Blank	7	Picture	BLANK	3	1.886	n/a	174.27
149.238	n/a	ConfirmRating	7	Response	n/a	3	n/a	2	178.162
149.258	5.007	ITI	8	Picture	Fixation+	4	11.421	n/a	178.183
154.282	2.006	Cue	8	Picture	Maintain	4	9.398	n/a	183.206
156.288	4.99	Pic	8	Picture	IAPS_52	4	4.408	n/a	185.212
161.278	2.006	Blank	8	Picture	BLANK	4	2.402	n/a	190.202
165.686	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	194.61
165.704	6.002	ITI	9	Picture	Fixation+	1	11.474	n/a	194.629
171.722	2.006	Cue	9	Picture	Maintain	1	9.451	n/a	200.647
173.728	4.99	Pic	9	Picture	IAPS_03	1	4.461	n/a	202.653
178.719	2.006	Blank	9	Picture	BLANK	1	2.455	n/a	207.643
183.18	n/a	ConfirmRating	9	Response	n/a	1	n/a	7	212.104
183.212	5.007	ITI	10	Picture	Fixation+	2	11.456	n/a	212.136
188.235	2.006	Cue	10	Picture	Enhance	2	9.434	n/a	217.159
190.241	4.99	Pic	10	Picture	IAPS_28	2	4.443	n/a	219.165
195.231	2.006	Blank	10	Picture	BLANK	2	2.437	n/a	224.155
199.674	n/a	ConfirmRating	10	Response	n/a	2	n/a	7	228.599
199.707	4.012	ITI	11	Picture	Fixation+	3	11.717	n/a	228.631
203.736	2.006	Cue	11	Picture	Suppress	3	9.694	n/a	232.66
205.742	4.99	Pic	11	Picture	IAPS_38	3	4.704	n/a	234.666
210.732	2.006	Blank	11	Picture	BLANK	3	2.698	n/a	239.656
215.436	n/a	ConfirmRating	11	Response	n/a	3	n/a	3	244.36
215.457	6.002	ITI	12	Picture	Fixation+	2	11.41	n/a	244.381
221.475	2.006	Cue	12	Picture	Enhance	2	9.388	n/a	250.399
223.481	4.99	Pic	12	Picture	IAPS_29	2	4.397	n/a	252.405
228.471	2.006	Blank	12	Picture	BLANK	2	2.391	n/a	257.396
232.869	n/a	ConfirmRating	12	Response	n/a	2	n/a	1	261.793
232.898	5.007	ITI	13	Picture	Fixation+	1	11.056	n/a	261.822
237.921	2.006	Cue	13	Picture	Maintain	1	9.033	n/a	266.845
239.927	4.99	Pic	13	Picture	IAPS_04	1	4.043	n/a	268.851
244.917	2.006	Blank	13	Picture	BLANK	1	2.037	n/a	273.841
248.96	n/a	ConfirmRating	13	Response	n/a	1	n/a	5	277.885
248.979	4.012	ITI	14	Picture	Fixation+	4	11.062	n/a	277.903
253.008	2.006	Cue	14	Picture	Maintain	4	9.039	n/a	281.932
255.014	4.99	Pic	14	Picture	IAPS_55	4	4.049	n/a	283.938
260.004	2.006	Blank	14	Picture	BLANK	4	2.043	n/a	288.928
264.053	n/a	ConfirmRating	14	Response	n/a	4	n/a	7	292.977
264.082	5.007	ITI	15	Picture	Fixation+	3	10.527	n/a	293.007
269.106	2.006	Cue	15	Picture	Suppress	3	8.504	n/a	298.03
271.112	4.99	Pic	15	Picture	IAPS_39	3	3.514	n/a	300.036
276.102	2.006	Blank	15	Picture	BLANK	3	1.508	n/a	305.026
279.616	n/a	ConfirmRating	15	Response	n/a	3	n/a	2	308.54
279.633	6.002	ITI	16	Picture	Fixation+	2	10.918	n/a	308.557
285.651	2.006	Cue	16	Picture	Enhance	2	8.895	n/a	314.575
287.657	4.99	Pic	16	Picture	IAPS_30	2	3.905	n/a	316.581
292.647	2.006	Blank	16	Picture	BLANK	2	1.899	n/a	321.572
296.553	n/a	ConfirmRating	16	Response	n/a	2	n/a	7	325.477
296.577	6.002	ITI	17	Picture	Fixation+	1	10.614	n/a	325.501
302.595	2.006	Cue	17	Picture	Maintain	1	8.592	n/a	331.519
304.601	4.99	Pic	17	Picture	IAPS_05	1	3.601	n/a	333.525
309.591	2.006	Blank	17	Picture	BLANK	1	1.595	n/a	338.515
313.192	n/a	ConfirmRating	17	Response	n/a	1	n/a	1	342.116
313.222	4.012	ITI	18	Picture	Fixation+	3	10.798	n/a	342.146
317.25	2.006	Cue	18	Picture	Suppress	3	8.776	n/a	346.174
319.256	4.99	Pic	18	Picture	IAPS_40	3	3.785	n/a	348.18
324.246	2.006	Blank	18	Picture	BLANK	3	1.78	n/a	353.171
328.032	n/a	ConfirmRating	18	Response	n/a	3	n/a	1	356.956
328.06	5.007	ITI	19	Picture	Fixation+	4	9.934	n/a	356.984
333.083	2.006	Cue	19	Picture	Maintain	4	7.912	n/a	362.007
335.089	4.99	Pic	19	Picture	IAPS_58	4	2.922	n/a	364.013
340.079	2.006	Blank	19	Picture	BLANK	4	0.916	n/a	369.003
343.001	n/a	ConfirmRating	19	Response	n/a	4	n/a	0	371.925
343.03	6.002	ITI	20	Picture	Fixation+	4	10.049	n/a	371.954
349.048	2.006	Cue	20	Picture	Maintain	4	8.026	n/a	377.972
351.054	4.99	Pic	20	Picture	IAPS_47	4	3.036	n/a	379.978
356.044	2.006	Blank	20	Picture	BLANK	4	1.03	n/a	384.969
359.08	n/a	ConfirmRating	20	Response	n/a	4	n/a	0	388.005
359.111	5.007	ITI	21	Picture	Fixation+	3	10.832	n/a	388.036
364.135	2.006	Cue	21	Picture	Suppress	3	8.809	n/a	393.059
366.141	4.99	Pic	21	Picture	IAPS_41	3	3.819	n/a	395.065
371.131	2.006	Blank	21	Picture	BLANK	3	1.813	n/a	400.055
374.95	n/a	ConfirmRating	21	Response	n/a	3	n/a	2	403.874
374.977	4.012	ITI	22	Picture	Fixation+	1	9.968	n/a	403.901
379.006	2.006	Cue	22	Picture	Maintain	1	7.945	n/a	407.93
381.012	4.99	Pic	22	Picture	IAPS_06	1	2.955	n/a	409.936
386.002	2.006	Blank	22	Picture	BLANK	1	0.949	n/a	414.926
388.957	n/a	ConfirmRating	22	Response	n/a	1	n/a	3	417.881
388.986	4.012	ITI	23	Picture	Fixation+	2	10.729	n/a	417.91
393.015	2.006	Cue	23	Picture	Enhance	2	8.707	n/a	421.939
395.021	4.99	Pic	23	Picture	IAPS_16	2	3.717	n/a	423.945
400.011	2.006	Blank	23	Picture	BLANK	2	1.711	n/a	428.935
403.728	n/a	ConfirmRating	23	Response	n/a	2	n/a	0	432.652
403.758	5.007	ITI	24	Picture	Fixation+	1	10.737	n/a	432.682
408.781	2.006	Cue	24	Picture	Maintain	1	8.714	n/a	437.705
410.787	4.99	Pic	24	Picture	IAPS_07	1	3.724	n/a	439.711
415.777	2.006	Blank	24	Picture	BLANK	1	1.718	n/a	444.702
419.501	n/a	ConfirmRating	24	Response	n/a	1	n/a	1	448.425
419.524	4.012	ITI	25	Picture	Fixation+	2	9.679	n/a	448.448
423.553	2.006	Cue	25	Picture	Enhance	2	7.656	n/a	452.477
425.559	4.99	Pic	25	Picture	IAPS_17	2	2.666	n/a	454.483
430.549	2.006	Blank	25	Picture	BLANK	2	0.66	n/a	459.473
433.215	n/a	ConfirmRating	25	Response	n/a	2	n/a	0	462.139
433.235	6.002	ITI	26	Picture	Fixation+	4	12.553	n/a	462.159
439.253	2.006	Cue	26	Picture	Maintain	4	10.531	n/a	468.177
441.259	4.99	Pic	26	Picture	IAPS_50	4	5.541	n/a	470.183
446.249	2.006	Blank	26	Picture	BLANK	4	3.535	n/a	475.173
451.79	n/a	ConfirmRating	26	Response	n/a	4	n/a	7	480.714
451.82	5.007	ITI	27	Picture	Fixation+	3	10.818	n/a	480.744
456.843	2.006	Cue	27	Picture	Suppress	3	8.796	n/a	485.767
458.849	4.99	Pic	27	Picture	IAPS_42	3	3.805	n/a	487.773
