onset	duration	response_time
17.6	n/a	0.241
24.0	n/a	0.237
27.6	n/a	0.260
30.9	n/a	0.240
38.3	n/a	0.269
43.0	n/a	0.240
49.1	n/a	0.228
57.4	n/a	0.215
64.9	n/a	0.216
70.7	n/a	0.227
73.8	n/a	0.305
83.7	n/a	0.253
88.4	n/a	0.286
97.9	n/a	0.237
103.8	n/a	0.252
108.6	n/a	0.269
111.9	n/a	0.295
121.7	n/a	0.264
125.7	n/a	0.279
133.6	n/a	0.279
143.0	n/a	0.254
145.5	n/a	0.348
150.4	n/a	0.270
154.4	n/a	0.300
162.1	n/a	0.256
171.4	n/a	0.220
181.1	n/a	0.260
185.2	n/a	0.292
193.7	n/a	0.297
200.1	n/a	0.303
206.3	n/a	0.451
211.3	n/a	0.242
219.4	n/a	0.231
222.8	n/a	0.370
229.9	n/a	0.276
235.5	n/a	0.251
240.6	n/a	0.380
244.8	n/a	0.264
249.1	n/a	0.234
255.9	n/a	0.247
263.3	n/a	0.257
270.2	n/a	0.273
277.3	n/a	0.229
280.7	n/a	0.293
290.5	n/a	0.253
293.9	n/a	0.370
296.7	n/a	0.280
