onset	duration	response_time
13.3	n/a	0.186
15.8	n/a	0.387
19.3	n/a	0.169
29.2	n/a	0.193
33.5	n/a	0.186
37.1	n/a	0.180
43.6	n/a	0.183
51.5	n/a	0.183
59.5	n/a	0.206
62.5	n/a	0.214
70.1	n/a	0.187
78.4	n/a	0.171
81.9	n/a	0.219
87.8	n/a	0.183
96.1	n/a	0.185
102.4	n/a	0.178
111.2	n/a	0.202
115.8	n/a	0.190
119.6	n/a	0.188
126.3	n/a	0.179
130.7	n/a	0.207
139.5	n/a	0.190
147.2	n/a	0.192
155.3	n/a	0.189
160.1	n/a	0.221
166.5	n/a	0.197
169.7	n/a	0.190
173.5	n/a	0.222
175.8	n/a	0.198
179.0	n/a	0.208
186.7	n/a	0.195
191.0	n/a	0.188
198.2	n/a	0.185
205.3	n/a	0.198
214.0	n/a	0.183
220.7	n/a	0.194
228.8	n/a	0.248
232.9	n/a	0.201
236.4	n/a	0.229
246.1	n/a	0.202
249.2	n/a	0.219
255.1	n/a	0.198
262.5	n/a	0.212
268.9	n/a	0.218
277.6	n/a	0.169
280.1	n/a	0.236
286.0	n/a	0.203
293.4	n/a	0.187
296.7	n/a	0.223
