onset	duration	response_time
11.3	n/a	0.243
21.1	n/a	0.199
27.8	n/a	0.251
34.2	n/a	0.225
37.8	n/a	0.228
41.8	n/a	0.206
45.6	n/a	0.354
50.3	n/a	0.215
57.1	n/a	0.213
64.2	n/a	0.196
70.0	n/a	0.209
78.7	n/a	0.261
87.4	n/a	0.246
96.4	n/a	0.232
102.9	n/a	0.245
107.9	n/a	0.242
111.5	n/a	0.241
120.9	n/a	0.211
130.1	n/a	0.235
136.7	n/a	0.254
140.6	n/a	0.284
143.1	n/a	0.267
146.1	n/a	0.233
150.5	n/a	0.249
158.3	n/a	0.223
166.1	n/a	0.258
169.8	n/a	0.235
177.1	n/a	0.231
184.9	n/a	0.241
192.3	n/a	0.204
196.6	n/a	0.232
206.7	n/a	0.211
213.0	n/a	0.202
222.2	n/a	0.239
230.5	n/a	0.233
240.3	n/a	0.282
248.1	n/a	0.252
255.1	n/a	0.252
260.2	n/a	0.250
265.4	n/a	0.264
267.7	n/a	0.225
272.5	n/a	0.349
282.5	n/a	0.201
287.6	n/a	0.233
294.1	n/a	0.250
