onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	4.822	05:19:59	1	19959	1	1	6	1	11	6	12	16	4	n/a	n/a	6,3	0
0.0	n/a	4.822	05:19:59	1	19959	1	1	6	1	11	6	12	16	4	n/a	n/a	6,3	0
14.0	n/a	4.292	05:20:13	1	28582	2	2	2	15	4	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
14.0	n/a	4.292	05:20:13	1	28582	2	2	2	15	4	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
23.0	n/a	2.302	05:20:22	1	40384	3	3	6	8	7	4	11	1	5	n/a	n/a	4,5	1
23.0	n/a	2.302	05:20:22	1	40384	3	3	6	8	7	4	11	1	5	n/a	n/a	4,5	1
34.0	n/a	1.499	05:20:33	1	45729	4	4	2	5	9	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
34.0	n/a	1.499	05:20:33	1	45729	4	4	2	5	9	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
40.0	n/a	1.9	05:20:39	1	51923	5	5	2	16	2	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
40.0	n/a	1.9	05:20:39	1	51923	5	5	2	16	2	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
46.0	n/a	3.531	05:20:45	1	59294	6	6	2	1	9	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
46.0	n/a	3.531	05:20:45	1	59294	6	6	2	1	9	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
53.0	n/a	2.858	05:20:52	1	71602	7	7	6	8	6	10	7	9	3	n/a	n/a	8,1	1
53.0	n/a	2.858	05:20:52	1	71602	7	7	6	8	6	10	7	9	3	n/a	n/a	8,1	1
66.0	n/a	3.009	05:21:05	1	84075	8	8	6	13	9	12	8	4	11	n/a	n/a	8,4	1
66.0	n/a	3.009	05:21:05	1	84075	8	8	6	13	9	12	8	4	11	n/a	n/a	8,4	1
78.0	n/a	5.14	05:21:17	1	98676	9	9	6	14	2	5	9	6	3	n/a	n/a	9,4	1
78.0	n/a	5.14	05:21:17	1	98676	9	9	6	14	2	5	9	6	3	n/a	n/a	9,4	1
93.0	n/a	1.856	05:21:32	1	109990	10	10	6	1	13	15	16	14	11	n/a	n/a	8,5	1
93.0	n/a	1.856	05:21:32	1	109990	10	10	6	1	13	15	16	14	11	n/a	n/a	8,5	1
104.0	n/a	3.336	05:21:43	1	117185	11	11	2	11	14	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
104.0	n/a	3.336	05:21:43	1	117185	11	11	2	11	14	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
111.0	n/a	1.512	05:21:50	1	122544	12	12	2	14	9	n/a	n/a	n/a	n/a	n/a	n/a	9,2	1
111.0	n/a	1.512	05:21:50	1	122544	12	12	2	14	9	n/a	n/a	n/a	n/a	n/a	n/a	9,2	1
