onset	duration	response_time
13.5	n/a	0.302
21.7	n/a	0.212
28.4	n/a	0.212
35.7	n/a	0.271
44.5	n/a	0.190
49.0	n/a	0.291
58.8	n/a	0.211
66.2	n/a	0.218
75.0	n/a	0.288
80.1	n/a	0.391
90.1	n/a	0.203
100.2	n/a	0.221
106.9	n/a	0.296
113.7	n/a	0.255
117.3	n/a	0.314
126.8	n/a	0.345
134.6	n/a	0.280
143.6	n/a	0.293
148.4	n/a	0.328
157.3	n/a	0.243
161.1	n/a	0.317
165.1	n/a	0.262
171.1	n/a	0.247
178.0	n/a	0.219
181.6	n/a	0.306
184.7	n/a	0.285
194.5	n/a	0.270
197.5	n/a	0.357
200.3	n/a	0.227
203.4	n/a	0.308
208.3	n/a	0.703
215.2	n/a	0.253
222.0	n/a	0.210
224.7	n/a	0.305
229.0	n/a	0.239
235.7	n/a	0.203
242.9	n/a	0.267
245.8	n/a	0.298
255.5	n/a	0.307
264.0	n/a	0.315
268.9	n/a	0.232
275.3	n/a	0.213
282.5	n/a	0.227
286.3	n/a	0.310
289.9	n/a	0.252
292.3	n/a	0.324
