onset	duration	trial_type	event_type	time_until_response	response_time	trial_number	block_num_within_trial	image_seq_num_within_block	question_seq_num_within_block	image_seq_num	picture_number	condition	question_type	block_type	rating	rating_computed	onset_uncorrected	KDEV_imagefile
0.015	10.014	ITI	Fixation+	98.168	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27.383	n/a
10.045	0.497	happy	Picture	97.654	n/a	1	1	1	n/a	1	108	3	n/a	n/a	n/a	n/a	37.413	AM09ANS.jpg
10.542	0.514	Blank	Blank	97.141	n/a	1	1	1	n/a	1	n/a	3	n/a	n/a	n/a	n/a	37.91	n/a
11.073	0.497	happy	Picture	96.627	n/a	1	1	2	n/a	2	99	3	n/a	n/a	n/a	n/a	38.441	AF31ANS.jpg
11.57	0.514	Blank	Blank	96.113	n/a	1	1	2	n/a	2	n/a	3	n/a	n/a	n/a	n/a	38.938	n/a
12.101	0.497	happy	Picture	95.599	n/a	1	1	3	n/a	3	98	3	n/a	n/a	n/a	n/a	39.468	BF29ANS.jpg
12.598	0.514	Blank	Blank	95.085	n/a	1	1	3	n/a	3	n/a	3	n/a	n/a	n/a	n/a	39.966	n/a
13.129	0.497	happy	Picture	94.571	n/a	1	1	4	n/a	4	107	3	n/a	n/a	n/a	n/a	40.496	BM08ANS.jpg
13.626	0.514	Blank	Blank	94.057	n/a	1	1	4	n/a	4	n/a	3	n/a	n/a	n/a	n/a	40.994	n/a
14.157	0.497	happy	Picture	93.543	n/a	1	1	5	n/a	5	104	3	n/a	n/a	n/a	n/a	41.524	BM05ANS.jpg
14.654	0.514	Blank	Blank	93.029	n/a	1	1	5	n/a	5	n/a	3	n/a	n/a	n/a	n/a	42.022	n/a
15.184	0.497	happy	Picture	92.515	n/a	1	1	6	n/a	6	101	3	n/a	n/a	n/a	n/a	42.552	AM01ANS.jpg
15.682	0.514	Blank	Blank	92.001	n/a	1	1	6	n/a	6	n/a	3	n/a	n/a	n/a	n/a	43.05	n/a
16.212	0.497	happy	Picture	91.487	n/a	1	1	7	n/a	7	103	3	n/a	n/a	n/a	n/a	43.58	AM04ANS.jpg
16.71	0.514	Blank	Blank	90.973	n/a	1	1	7	n/a	7	n/a	3	n/a	n/a	n/a	n/a	44.077	n/a
17.24	0.497	happy	Picture	90.459	n/a	1	1	8	n/a	8	111	3	n/a	n/a	n/a	n/a	44.608	BM12ANS.jpg
17.738	0.514	Blank	Blank	89.945	n/a	1	1	8	n/a	8	n/a	3	n/a	n/a	n/a	n/a	45.105	n/a
18.268	0.497	happy	Picture	89.431	n/a	1	1	9	n/a	9	110	3	n/a	n/a	n/a	n/a	45.636	AM11ANS.jpg
18.765	0.514	Blank	Blank	88.917	n/a	1	1	9	n/a	9	n/a	3	n/a	n/a	n/a	n/a	46.133	n/a
19.296	0.497	happy	Picture	88.404	n/a	1	1	10	n/a	10	85	3	n/a	n/a	n/a	n/a	46.664	BF07ANS.jpg
19.793	0.514	Blank	Blank	87.89	n/a	1	1	10	n/a	10	n/a	3	n/a	n/a	n/a	n/a	47.161	n/a
20.324	0.497	happy	Picture	87.376	n/a	1	1	11	n/a	11	87	3	n/a	n/a	n/a	n/a	47.691	BF11ANS.jpg
20.821	0.514	Blank	Blank	86.862	n/a	1	1	11	n/a	11	n/a	3	n/a	n/a	n/a	n/a	48.189	n/a
21.352	0.497	happy	Picture	86.348	n/a	1	1	12	n/a	12	91	3	n/a	n/a	n/a	n/a	48.719	AF20ANS.jpg
21.849	0.514	Blank	Blank	85.834	n/a	1	1	12	n/a	12	n/a	3	n/a	n/a	n/a	n/a	49.217	n/a
22.38	0.497	happy	Picture	85.32	n/a	1	1	13	n/a	13	115	3	n/a	n/a	n/a	n/a	49.747	AM23ANS.jpg
22.877	0.514	Blank	Blank	84.806	n/a	1	1	13	n/a	13	n/a	3	n/a	n/a	n/a	n/a	50.245	n/a
23.407	0.497	happy	Picture	84.292	n/a	1	1	14	n/a	14	97	3	n/a	n/a	n/a	n/a	50.775	BF28ANS.jpg
23.905	0.514	Blank	Blank	83.778	n/a	1	1	14	n/a	14	n/a	3	n/a	n/a	n/a	n/a	51.273	n/a
24.435	0.497	happy	Picture	83.264	n/a	1	1	15	n/a	15	82	3	n/a	n/a	n/a	n/a	51.803	AF03ANS.jpg
24.933	0.514	Blank	Blank	82.75	n/a	1	1	15	n/a	15	n/a	3	n/a	n/a	n/a	n/a	52.3	n/a
25.463	0.497	happy	Picture	82.236	n/a	1	1	16	n/a	16	96	3	n/a	n/a	n/a	n/a	52.831	AF26ANS.jpg
25.961	0.514	Blank	Blank	81.722	n/a	1	1	16	n/a	16	n/a	3	n/a	n/a	n/a	n/a	53.328	n/a
26.491	0.497	happy	Picture	81.208	n/a	1	1	17	n/a	17	109	3	n/a	n/a	n/a	n/a	53.859	AM10ANS.jpg
26.988	0.514	Blank	Blank	80.694	n/a	1	1	17	n/a	17	n/a	3	n/a	n/a	n/a	n/a	54.356	n/a
27.519	0.497	happy	Picture	80.181	n/a	1	1	18	n/a	18	114	3	n/a	n/a	n/a	n/a	54.887	AM22ANS.jpg
28.016	0.514	Blank	Blank	79.667	n/a	1	1	18	n/a	18	n/a	3	n/a	n/a	n/a	n/a	55.384	n/a
28.547	0.497	happy	Picture	79.153	n/a	1	1	19	n/a	19	120	3	n/a	n/a	n/a	n/a	55.914	AM35ANS.jpg
29.044	0.514	Blank	Blank	78.639	n/a	1	1	19	n/a	19	n/a	3	n/a	n/a	n/a	n/a	56.412	n/a
29.575	0.497	happy	Picture	78.125	n/a	1	1	20	n/a	20	81	3	n/a	n/a	n/a	n/a	56.942	AF01ANS.jpg
30.072	0.514	Blank	Blank	77.611	n/a	1	1	20	n/a	20	n/a	3	n/a	n/a	n/a	n/a	57.44	n/a
30.603	10.014	ITI	Fixation+	67.581	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	57.97	n/a
40.633	0.497	neutral	Picture	67.067	n/a	1	2	1	n/a	21	28	1	n/a	n/a	n/a	n/a	68.0	AM09NES.jpg
41.13	0.514	Blank	Blank	66.553	n/a	1	2	1	n/a	21	n/a	1	n/a	n/a	n/a	n/a	68.498	n/a
41.661	0.497	neutral	Picture	66.039	n/a	1	2	2	n/a	22	27	1	n/a	n/a	n/a	n/a	69.028	BM08NES.jpg
42.158	0.514	Blank	Blank	65.525	n/a	1	2	2	n/a	22	n/a	1	n/a	n/a	n/a	n/a	69.526	n/a
42.689	0.497	neutral	Picture	65.011	n/a	1	2	3	n/a	23	16	1	n/a	n/a	n/a	n/a	70.056	AF26NES.jpg
43.186	0.514	Blank	Blank	64.497	n/a	1	2	3	n/a	23	n/a	1	n/a	n/a	n/a	n/a	70.553	n/a
43.716	0.497	neutral	Picture	63.983	n/a	1	2	4	n/a	24	3	1	n/a	n/a	n/a	n/a	71.084	BF04NES.jpg
44.214	0.514	Blank	Blank	63.469	n/a	1	2	4	n/a	24	n/a	1	n/a	n/a	n/a	n/a	71.581	n/a
44.744	0.497	neutral	Picture	62.955	n/a	1	2	5	n/a	25	32	1	n/a	n/a	n/a	n/a	72.112	AM14NES.jpg
45.242	0.514	Blank	Blank	62.441	n/a	1	2	5	n/a	25	n/a	1	n/a	n/a	n/a	n/a	72.609	n/a
45.772	0.497	neutral	Picture	61.927	n/a	1	2	6	n/a	26	37	1	n/a	n/a	n/a	n/a	73.14	BM25NES.jpg
46.269	0.514	Blank	Blank	61.413	n/a	1	2	6	n/a	26	n/a	1	n/a	n/a	n/a	n/a	73.637	n/a
46.8	0.497	neutral	Picture	60.9	n/a	1	2	7	n/a	27	15	1	n/a	n/a	n/a	n/a	74.168	AF25NES.jpg
47.297	0.514	Blank	Blank	60.386	n/a	1	2	7	n/a	27	n/a	1	n/a	n/a	n/a	n/a	74.665	n/a
47.828	0.497	neutral	Picture	59.872	n/a	1	2	8	n/a	28	23	1	n/a	n/a	n/a	n/a	75.195	AM04NES.jpg
48.325	0.514	Blank	Blank	59.358	n/a	1	2	8	n/a	28	n/a	1	n/a	n/a	n/a	n/a	75.693	n/a
48.856	0.497	neutral	Picture	58.844	n/a	1	2	9	n/a	29	34	1	n/a	n/a	n/a	n/a	76.223	AM22NES.jpg
49.353	0.514	Blank	Blank	58.33	n/a	1	2	9	n/a	29	n/a	1	n/a	n/a	n/a	n/a	76.721	n/a
49.884	0.497	neutral	Picture	57.816	n/a	1	2	10	n/a	30	24	1	n/a	n/a	n/a	n/a	77.251	BM05NES.jpg
