onset	duration	response_time
12.0	n/a	0.233
20.3	n/a	0.255
27.5	n/a	0.245
30.2	n/a	0.401
36.1	n/a	0.245
43.3	n/a	0.272
50.6	n/a	0.244
55.1	n/a	0.279
62.4	n/a	0.233
67.4	n/a	0.334
70.1	n/a	0.336
80.0	n/a	0.271
85.4	n/a	0.231
92.8	n/a	0.311
95.3	n/a	0.370
101.3	n/a	0.294
103.7	n/a	0.359
110.2	n/a	0.234
120.4	n/a	0.251
125.5	n/a	0.292
128.3	n/a	0.328
132.4	n/a	0.295
139.6	n/a	0.241
146.2	n/a	0.243
151.0	n/a	0.258
155.1	n/a	0.305
164.1	n/a	0.245
167.3	n/a	0.377
176.2	n/a	0.242
180.6	n/a	0.321
189.3	n/a	0.297
195.0	n/a	0.364
204.6	n/a	0.237
209.3	n/a	0.266
219.1	n/a	0.231
222.0	n/a	0.274
225.2	n/a	0.326
232.3	n/a	0.299
242.1	n/a	0.219
251.9	n/a	0.244
255.7	n/a	0.281
263.1	n/a	0.241
271.0	n/a	0.237
274.4	n/a	0.328
278.7	n/a	0.302
282.1	n/a	0.250
287.6	n/a	0.255
290.2	n/a	0.420
296.6	n/a	0.246
