onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.012	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	30.268
10.042	5.007	ITI	0	Picture	Fixation+	1	18.715	n/a	40.298
15.066	2.006	Cue	0	Picture	Maintain	1	16.693	n/a	45.321
17.072	4.99	Pic	0	Picture	IAPS_01	1	11.702	n/a	47.327
22.062	2.006	Blank	0	Picture	BLANK	1	9.696	n/a	52.317
33.764	n/a	ConfirmRating	0	Response	n/a	1	n/a	6	64.02
33.783	6.002	ITI	1	Picture	Fixation+	2	17.724	n/a	64.039
39.801	2.006	Cue	1	Picture	Enhance	2	15.702	n/a	70.057
41.807	4.99	Pic	1	Picture	IAPS_26	2	10.712	n/a	72.063
46.798	2.006	Blank	1	Picture	BLANK	2	8.706	n/a	77.053
57.509	n/a	ConfirmRating	1	Response	n/a	2	n/a	6	87.764
57.541	4.012	ITI	2	Picture	Fixation+	3	14.145	n/a	87.796
61.569	2.006	Cue	2	Picture	Suppress	3	12.123	n/a	91.825
63.575	4.99	Pic	2	Picture	IAPS_36	3	7.132	n/a	93.831
68.565	2.006	Blank	2	Picture	BLANK	3	5.126	n/a	98.821
75.698	n/a	ConfirmRating	2	Response	n/a	3	n/a	0	105.953
75.728	5.007	ITI	3	Picture	Fixation+	4	12.875	n/a	105.983
80.751	2.006	Cue	3	Picture	Maintain	4	10.852	n/a	111.006
82.757	4.99	Pic	3	Picture	IAPS_46	4	5.862	n/a	113.012
87.747	2.006	Blank	3	Picture	BLANK	4	3.856	n/a	118.003
93.609	n/a	ConfirmRating	3	Response	n/a	4	n/a	6	123.865
93.633	5.007	ITI	4	Picture	Fixation+	4	11.277	n/a	123.888
98.656	2.006	Cue	4	Picture	Maintain	4	9.254	n/a	128.911
100.662	4.99	Pic	4	Picture	IAPS_49	4	4.264	n/a	130.917
105.652	2.006	Blank	4	Picture	BLANK	4	2.258	n/a	135.908
109.916	n/a	ConfirmRating	4	Response	n/a	4	n/a	6	140.172
109.946	6.002	ITI	5	Picture	Fixation+	2	15.328	n/a	140.202
115.964	2.006	Cue	5	Picture	Enhance	2	13.306	n/a	146.22
117.97	4.99	Pic	5	Picture	IAPS_27	2	8.316	n/a	148.226
122.961	2.006	Blank	5	Picture	BLANK	2	6.309	n/a	153.216
131.276	n/a	ConfirmRating	5	Response	n/a	2	n/a	5	161.531
131.3	4.012	ITI	6	Picture	Fixation+	1	11.981	n/a	161.555
135.328	2.006	Cue	6	Picture	Maintain	1	9.958	n/a	165.584
137.334	4.99	Pic	6	Picture	IAPS_02	1	4.968	n/a	167.59
142.325	2.006	Blank	6	Picture	BLANK	1	2.962	n/a	172.58
147.293	n/a	ConfirmRating	6	Response	n/a	1	n/a	0	177.548
147.315	6.002	ITI	7	Picture	Fixation+	3	12.826	n/a	177.57
153.333	2.006	Cue	7	Picture	Suppress	3	10.803	n/a	183.588
155.339	4.99	Pic	7	Picture	IAPS_37	3	5.813	n/a	185.594
160.329	2.006	Blank	7	Picture	BLANK	3	3.807	n/a	190.585
166.142	n/a	ConfirmRating	7	Response	n/a	3	n/a	3	196.398
166.165	5.007	ITI	8	Picture	Fixation+	4	11.456	n/a	196.42
171.188	2.006	Cue	8	Picture	Maintain	4	9.434	n/a	201.444
173.194	4.99	Pic	8	Picture	IAPS_52	4	4.444	n/a	203.45
178.185	2.006	Blank	8	Picture	BLANK	4	2.438	n/a	208.44
182.628	n/a	ConfirmRating	8	Response	n/a	4	n/a	6	212.884
182.661	6.002	ITI	9	Picture	Fixation+	1	11.238	n/a	212.916
188.679	2.006	Cue	9	Picture	Maintain	1	9.216	n/a	218.934
190.685	4.99	Pic	9	Picture	IAPS_03	1	4.226	n/a	220.94
195.675	2.006	Blank	9	Picture	BLANK	1	2.22	n/a	225.931
199.901	n/a	ConfirmRating	9	Response	n/a	1	n/a	5	230.156
199.919	5.007	ITI	10	Picture	Fixation+	2	11.386	n/a	230.175
204.943	2.006	Cue	10	Picture	Enhance	2	9.363	n/a	235.198
206.949	4.99	Pic	10	Picture	IAPS_28	2	4.373	n/a	237.204
211.939	2.006	Blank	10	Picture	BLANK	2	2.367	n/a	242.195
216.312	n/a	ConfirmRating	10	Response	n/a	2	n/a	0	246.567
216.332	4.012	ITI	11	Picture	Fixation+	3	11.82	n/a	246.588
220.361	2.006	Cue	11	Picture	Suppress	3	9.797	n/a	250.617
222.367	4.99	Pic	11	Picture	IAPS_38	3	4.807	n/a	252.623
227.357	2.006	Blank	11	Picture	BLANK	3	2.801	n/a	257.613
232.164	n/a	ConfirmRating	11	Response	n/a	3	n/a	2	262.42
232.182	6.002	ITI	12	Picture	Fixation+	2	14.376	n/a	262.437
238.2	2.006	Cue	12	Picture	Enhance	2	12.353	n/a	268.455
240.206	4.99	Pic	12	Picture	IAPS_29	2	7.363	n/a	270.461
245.196	2.006	Blank	12	Picture	BLANK	2	5.357	n/a	275.452
252.559	n/a	ConfirmRating	12	Response	n/a	2	n/a	5	282.815
