onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.014	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	232.944
10.044	5.007	ITI	0	Picture	Fixation+	1	15.825	n/a	242.975
15.067	2.006	Cue	0	Picture	Maintain	1	13.803	n/a	247.998
17.073	4.99	Pic	0	Picture	IAPS_01	1	8.812	n/a	250.004
22.064	2.006	Blank	0	Picture	BLANK	1	6.806	n/a	254.994
30.876	n/a	ConfirmRating	0	Response	n/a	1	n/a	3	263.807
30.9	6.002	ITI	1	Picture	Fixation+	2	10.449	n/a	263.831
36.918	2.006	Cue	1	Picture	Enhance	2	8.427	n/a	269.849
38.924	4.99	Pic	1	Picture	IAPS_26	2	3.436	n/a	271.855
43.914	2.006	Blank	1	Picture	BLANK	2	1.43	n/a	276.845
47.351	n/a	ConfirmRating	1	Response	n/a	2	n/a	0	280.281
47.38	4.012	ITI	2	Picture	Fixation+	3	12.369	n/a	280.31
51.408	2.006	Cue	2	Picture	Suppress	3	10.346	n/a	284.339
53.414	4.99	Pic	2	Picture	IAPS_36	3	5.356	n/a	286.345
58.404	2.006	Blank	2	Picture	BLANK	3	3.35	n/a	291.335
63.761	n/a	ConfirmRating	2	Response	n/a	3	n/a	1	296.691
63.793	5.007	ITI	3	Picture	Fixation+	4	13.909	n/a	296.723
68.816	2.006	Cue	3	Picture	Maintain	4	11.886	n/a	301.747
70.822	4.99	Pic	3	Picture	IAPS_46	4	6.896	n/a	303.753
75.812	2.006	Blank	3	Picture	BLANK	4	4.89	n/a	308.743
82.708	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	315.639
82.726	5.007	ITI	4	Picture	Fixation+	4	12.097	n/a	315.656
87.749	2.006	Cue	4	Picture	Maintain	4	10.074	n/a	320.68
89.755	4.99	Pic	4	Picture	IAPS_49	4	5.084	n/a	322.686
94.745	2.006	Blank	4	Picture	BLANK	4	3.078	n/a	327.676
99.829	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	332.76
99.852	6.002	ITI	5	Picture	Fixation+	2	15.546	n/a	332.782
105.87	2.006	Cue	5	Picture	Enhance	2	13.523	n/a	338.8
107.876	4.99	Pic	5	Picture	IAPS_27	2	8.533	n/a	340.807
112.866	2.006	Blank	5	Picture	BLANK	2	6.527	n/a	345.797
