onset	duration	response_time
12.9	n/a	0.247
18.7	n/a	0.251
24.6	n/a	0.252
28.1	n/a	0.311
35.3	n/a	0.214
43.0	n/a	0.239
46.8	n/a	0.373
51.1	n/a	0.289
60.0	n/a	0.200
67.2	n/a	0.277
75.4	n/a	0.316
85.5	n/a	0.311
94.1	n/a	0.262
103.5	n/a	0.262
106.0	n/a	0.396
109.1	n/a	0.303
119.2	n/a	0.311
125.0	n/a	0.305
128.3	n/a	0.383
134.7	n/a	0.001
136.3	n/a	0.533
139.6	n/a	0.264
145.3	n/a	0.309
150.8	n/a	0.287
161.0	n/a	0.292
165.4	n/a	0.309
169.9	n/a	0.320
175.9	n/a	0.268
183.1	n/a	0.353
189.8	n/a	0.248
197.4	n/a	0.278
201.1	n/a	0.282
205.9	n/a	0.285
212.4	n/a	0.246
218.7	n/a	0.241
226.3	n/a	0.290
229.9	n/a	0.354
239.6	n/a	0.330
249.7	n/a	0.299
254.2	n/a	0.421
260.0	n/a	0.330
267.9	n/a	0.343
274.3	n/a	0.282
281.4	n/a	0.481
289.2	n/a	0.282
292.4	n/a	0.421
