onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.004	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	51.72
10.034	5.007	ITI	0	Picture	Fixation+	1	12.164	n/a	61.751
15.057	2.006	Cue	0	Picture	Maintain	1	10.142	n/a	66.774
17.063	4.99	Pic	0	Picture	IAPS_26	1	5.151	n/a	68.78
22.054	2.006	Blank	0	Picture	BLANK	1	3.145	n/a	73.77
27.205	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	78.922
27.226	6.002	ITI	1	Picture	Fixation+	2	12.19	n/a	78.943
33.244	2.006	Cue	1	Picture	Enhance	2	10.168	n/a	84.961
35.25	4.99	Pic	1	Picture	IAPS_36	2	5.177	n/a	86.967
40.24	2.006	Blank	1	Picture	BLANK	2	3.171	n/a	91.957
45.418	n/a	ConfirmRating	1	Response	n/a	2	n/a	5	97.134
45.446	4.012	ITI	2	Picture	Fixation+	3	11.791	n/a	97.163
49.475	2.006	Cue	2	Picture	Suppress	3	9.769	n/a	101.192
51.481	4.99	Pic	2	Picture	IAPS_01	3	4.778	n/a	103.198
56.471	2.006	Blank	2	Picture	BLANK	3	2.772	n/a	108.188
61.25	n/a	ConfirmRating	2	Response	n/a	3	n/a	0	112.966
61.279	5.007	ITI	3	Picture	Fixation+	4	12.368	n/a	112.996
66.302	2.006	Cue	3	Picture	Maintain	4	10.345	n/a	118.019
68.308	4.99	Pic	3	Picture	IAPS_46	4	5.355	n/a	120.025
73.299	2.006	Blank	3	Picture	BLANK	4	3.349	n/a	125.015
78.653	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	130.37
78.67	5.007	ITI	4	Picture	Fixation+	4	12.927	n/a	130.387
83.694	2.006	Cue	4	Picture	Maintain	4	10.905	n/a	135.41
85.7	4.99	Pic	4	Picture	IAPS_49	4	5.914	n/a	137.416
90.69	2.006	Blank	4	Picture	BLANK	4	3.908	n/a	142.406
96.604	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	148.321
96.625	6.002	ITI	5	Picture	Fixation+	2	11.586	n/a	148.341
102.643	2.006	Cue	5	Picture	Enhance	2	9.564	n/a	154.36
104.649	4.99	Pic	5	Picture	IAPS_37	2	4.574	n/a	156.366
109.639	2.006	Blank	5	Picture	BLANK	2	2.567	n/a	161.356
114.213	n/a	ConfirmRating	5	Response	n/a	2	n/a	1	165.929
114.232	4.012	ITI	6	Picture	Fixation+	1	11.82	n/a	165.948
118.26	2.006	Cue	6	Picture	Maintain	1	9.797	n/a	169.977
120.266	4.99	Pic	6	Picture	IAPS_27	1	4.807	n/a	171.983
125.256	2.006	Blank	6	Picture	BLANK	1	2.801	n/a	176.973
130.064	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	181.78
130.081	6.002	ITI	7	Picture	Fixation+	3	13.63	n/a	181.798
136.099	2.006	Cue	7	Picture	Suppress	3	11.607	n/a	187.815
138.105	4.99	Pic	7	Picture	IAPS_02	3	6.617	n/a	189.822
143.095	2.006	Blank	7	Picture	BLANK	3	4.611	n/a	194.812
149.712	n/a	ConfirmRating	7	Response	n/a	3	n/a	2	201.429
149.743	5.007	ITI	8	Picture	Fixation+	4	13.008	n/a	201.46
154.767	2.006	Cue	8	Picture	Maintain	4	10.985	n/a	206.483
156.773	4.99	Pic	8	Picture	IAPS_52	4	5.995	n/a	208.489
161.763	2.006	Blank	8	Picture	BLANK	4	3.989	n/a	213.48
167.758	n/a	ConfirmRating	8	Response	n/a	4	n/a	6	219.475
167.781	6.002	ITI	9	Picture	Fixation+	1	11.37	n/a	219.498
173.799	2.006	Cue	9	Picture	Maintain	1	9.348	n/a	225.516
175.805	4.99	Pic	9	Picture	IAPS_28	1	4.358	n/a	227.522
180.795	2.006	Blank	9	Picture	BLANK	1	2.352	n/a	232.512
185.153	n/a	ConfirmRating	9	Response	n/a	1	n/a	1	236.869
185.172	5.007	ITI	10	Picture	Fixation+	2	13.646	n/a	236.889
190.196	2.006	Cue	10	Picture	Enhance	2	11.623	n/a	241.912
192.202	4.99	Pic	10	Picture	IAPS_38	2	6.633	n/a	243.918
197.192	2.006	Blank	10	Picture	BLANK	2	4.627	n/a	248.908
203.825	n/a	ConfirmRating	10	Response	n/a	2	n/a	4	255.541
203.856	4.012	ITI	11	Picture	Fixation+	3	12.207	n/a	255.573
207.885	2.006	Cue	11	Picture	Suppress	3	10.184	n/a	259.602
