onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.196	06:44:06	1	10668	1	1	2	8	9	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
5.0	n/a	1.682	06:44:11	1	21810	2	2	6	10	14	16	3	6	4	n/a	n/a	14,2	1
16.0	n/a	2.698	06:44:22	1	33952	3	3	6	16	6	15	3	4	13	n/a	n/a	15,3	1
28.0	n/a	1.129	06:44:34	1	38906	4	4	2	14	7	n/a	n/a	n/a	n/a	n/a	n/a	14,1	1
33.0	n/a	5.967	06:44:39	1	54314	5	5	6	14	11	1	15	10	5	n/a	n/a	15,4	1
49.0	n/a	1.041	06:44:55	1	59179	6	6	2	11	15	n/a	n/a	n/a	n/a	n/a	n/a	15,2	1
54.0	n/a	1.82	06:45:00	1	70443	7	7	6	10	7	1	13	9	3	n/a	n/a	4,3	1
65.0	n/a	1.748	06:45:11	1	81644	8	8	6	15	11	13	9	12	10	n/a	n/a	13,1	1
76.0	n/a	1.012	06:45:22	1	86504	9	9	2	6	5	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
81.0	n/a	2.045	06:45:27	1	98004	10	10	6	14	3	15	12	8	11	n/a	n/a	6,4	1
92.0	n/a	1.354	06:45:38	1	103184	11	11	2	14	12	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
98.0	n/a	1.302	06:45:44	1	108313	12	12	2	12	11	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
