onset	duration	response_time
18.1	n/a	0.246
21.3	n/a	0.371
25.2	n/a	0.267
30.8	n/a	0.276
37.9	n/a	0.248
44.3	n/a	0.246
48.9	n/a	0.385
56.2	n/a	0.273
59.1	n/a	0.336
63.8	n/a	0.322
66.5	n/a	0.302
70.8	n/a	0.296
79.2	n/a	0.253
84.2	n/a	0.261
91.6	n/a	0.269
96.5	n/a	0.234
102.1	n/a	0.257
110.9	n/a	0.227
116.6	n/a	0.242
120.1	n/a	0.253
122.6	n/a	0.296
126.3	n/a	0.255
136.6	n/a	0.254
140.9	n/a	0.247
149.8	n/a	0.232
152.7	n/a	0.279
156.7	n/a	0.257
162.7	n/a	0.324
167.5	n/a	0.257
173.0	n/a	0.217
176.9	n/a	0.254
185.6	n/a	0.219
189.4	n/a	0.229
194.7	n/a	0.210
199.3	n/a	0.224
206.2	n/a	0.222
212.2	n/a	0.195
217.7	n/a	0.224
220.9	n/a	0.254
225.9	n/a	0.205
231.1	n/a	0.211
234.7	n/a	0.239
241.1	n/a	0.193
250.3	n/a	0.198
255.6	n/a	0.212
262.4	n/a	0.218
269.7	n/a	0.218
273.8	n/a	0.233
278.0	n/a	0.242
286.5	n/a	0.260
295.1	n/a	0.226
