onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.277	04:57:22	1	10755	1	1	2	6	15	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
5.0	n/a	2.517	04:57:27	1	22758	2	2	6	6	12	13	10	1	16	n/a	n/a	10,5	0
17.0	n/a	2.045	04:57:39	1	34269	3	3	6	13	2	9	8	4	12	n/a	n/a	7,5	1
29.0	n/a	1.769	04:57:51	1	39885	4	4	2	6	12	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
34.0	n/a	1.337	04:57:56	1	50687	5	5	6	2	11	5	4	14	9	n/a	n/a	2,6	1
45.0	n/a	2.638	04:58:07	1	62787	6	6	6	16	11	8	10	5	3	n/a	n/a	8,3	1
57.0	n/a	1.347	04:58:19	1	67974	7	7	2	3	1	n/a	n/a	n/a	n/a	n/a	n/a	3,1	1
62.0	n/a	2.485	04:58:24	1	79918	8	8	6	1	12	13	14	4	15	n/a	n/a	12,2	0
74.0	n/a	1.277	04:58:36	1	85043	9	9	2	15	6	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
79.0	n/a	1.311	04:58:41	1	95834	10	10	6	4	8	2	1	13	10	n/a	n/a	4,1	1
90.0	n/a	1.456	04:58:52	1	101135	11	11	2	16	15	n/a	n/a	n/a	n/a	n/a	n/a	7,2	1
96.0	n/a	1.134	04:58:58	1	106113	12	12	2	13	5	n/a	n/a	n/a	n/a	n/a	n/a	13,1	1
