onset	duration	response_time
19.0	n/a	0.247
21.3	n/a	0.102
24.1	n/a	0.232
26.9	n/a	0.213
36.1	n/a	0.224
38.6	n/a	0.242
43.5	n/a	0.180
45.1	n/a	0.001
52.2	n/a	0.223
60.8	n/a	0.215
64.3	n/a	0.221
68.2	n/a	0.206
70.8	n/a	0.001
74.4	n/a	0.180
81.4	n/a	0.252
90.3	n/a	0.204
92.4	n/a	0.001
95.2	n/a	0.248
102.7	n/a	0.207
109.1	n/a	0.198
117.3	n/a	0.204
120.1	n/a	0.001
123.7	n/a	0.247
126.3	n/a	0.001
127.9	n/a	0.565
130.7	n/a	0.210
139.3	n/a	0.199
148.8	n/a	0.274
157.9	n/a	0.186
160.7	n/a	0.001
167.9	n/a	0.219
171.5	n/a	0.284
180.5	n/a	0.217
184.8	n/a	0.224
188.4	n/a	0.198
192.9	n/a	0.199
195.0	n/a	0.001
196.4	n/a	0.001
202.8	n/a	0.241
211.6	n/a	0.198
221.4	n/a	0.161
230.0	n/a	0.195
232.9	n/a	0.222
234.7	n/a	0.001
238.0	n/a	0.228
246.4	n/a	0.197
253.9	n/a	0.217
259.0	n/a	0.220
268.3	n/a	0.217
273.7	n/a	0.248
276.1	n/a	0.296
279.2	n/a	0.210
287.3	n/a	0.183
295.6	n/a	0.180
