onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	2.363	06:19:50	1	17512	1	1	6	2	16	9	8	6	14	n/a	n/a	9,5	0
0.0	n/a	2.363	06:19:50	1	17512	1	1	6	2	16	9	8	6	14	n/a	n/a	9,5	0
12.0	n/a	2.578	06:20:02	1	29579	2	2	6	8	1	5	3	15	9	n/a	n/a	5,3	1
12.0	n/a	2.578	06:20:02	1	29579	2	2	6	8	1	5	3	15	9	n/a	n/a	5,3	1
24.0	n/a	2.076	06:20:14	1	35500	3	3	2	16	5	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
24.0	n/a	2.076	06:20:14	1	35500	3	3	2	16	5	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
30.0	n/a	2.037	06:20:20	1	41385	4	4	2	4	12	n/a	n/a	n/a	n/a	n/a	n/a	10,2	1
30.0	n/a	2.037	06:20:20	1	41385	4	4	2	4	12	n/a	n/a	n/a	n/a	n/a	n/a	10,2	1
36.0	n/a	1.365	06:20:26	1	46592	5	5	2	11	3	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
36.0	n/a	1.365	06:20:26	1	46592	5	5	2	11	3	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
41.0	n/a	1.89	06:20:31	1	52324	6	6	2	10	9	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
41.0	n/a	1.89	06:20:31	1	52324	6	6	2	10	9	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
47.0	n/a	1.366	06:20:37	1	57532	7	7	2	11	1	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
47.0	n/a	1.366	06:20:37	1	57532	7	7	2	11	1	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
52.0	n/a	1.636	06:20:42	1	68639	8	8	6	14	9	16	4	2	15	n/a	n/a	7,1	1
52.0	n/a	1.636	06:20:42	1	68639	8	8	6	14	9	16	4	2	15	n/a	n/a	7,1	1
63.0	n/a	1.541	06:20:53	1	79639	9	9	6	13	7	14	11	15	2	n/a	n/a	3,6	1
63.0	n/a	1.541	06:20:53	1	79639	9	9	6	13	7	14	11	15	2	n/a	n/a	3,6	1
74.0	n/a	2.61	06:21:04	1	91736	10	10	6	4	3	9	13	16	15	n/a	n/a	13,2	0
74.0	n/a	2.61	06:21:04	1	91736	10	10	6	4	3	9	13	16	15	n/a	n/a	13,2	0
86.0	n/a	1.656	06:21:16	1	97235	11	11	2	11	1	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
86.0	n/a	1.656	06:21:16	1	97235	11	11	2	11	1	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
92.0	n/a	1.628	06:21:22	1	108328	12	12	6	5	2	15	7	9	8	n/a	n/a	2,2	1
92.0	n/a	1.628	06:21:22	1	108328	12	12	6	5	2	15	7	9	8	n/a	n/a	2,2	1
