onset	duration	response_time
15.5	n/a	0.201
21.1	n/a	0.268
27.7	n/a	0.183
30.1	n/a	0.387
36.4	n/a	0.239
40.1	n/a	0.268
42.4	n/a	0.247
48.9	n/a	0.228
52.6	n/a	0.244
55.6	n/a	0.235
62.8	n/a	0.229
70.1	n/a	0.211
74.4	n/a	0.188
77.0	n/a	0.296
81.0	n/a	0.292
89.4	n/a	0.263
97.1	n/a	0.230
100.4	n/a	0.315
109.1	n/a	0.218
116.9	n/a	0.236
123.9	n/a	0.221
131.7	n/a	0.223
139.7	n/a	0.245
145.0	n/a	0.254
150.9	n/a	0.251
156.0	n/a	0.219
162.2	n/a	0.246
165.1	n/a	0.339
174.5	n/a	0.236
176.9	n/a	0.355
186.5	n/a	0.238
190.7	n/a	0.307
199.9	n/a	0.256
207.8	n/a	0.242
210.5	n/a	0.378
217.8	n/a	0.204
224.2	n/a	0.227
233.3	n/a	0.253
236.8	n/a	0.285
240.9	n/a	0.270
245.5	n/a	0.254
248.2	n/a	0.360
256.9	n/a	0.203
261.3	n/a	0.258
270.4	n/a	0.222
273.7	n/a	0.319
282.3	n/a	0.213
286.5	n/a	0.251
289.7	n/a	0.264
293.6	n/a	0.253
297.4	n/a	0.242
