onset	duration	response_time
19.3	n/a	0.224
29.3	n/a	0.210
38.8	n/a	0.183
44.8	n/a	0.227
48.8	n/a	0.258
51.7	n/a	0.243
61.2	n/a	0.218
65.7	n/a	0.212
73.9	n/a	0.313
78.2	n/a	0.208
83.9	n/a	0.213
92.3	n/a	0.210
95.5	n/a	0.235
98.0	n/a	0.231
105.8	n/a	0.191
112.9	n/a	0.226
116.8	n/a	0.222
120.9	n/a	0.222
124.7	n/a	0.222
132.6	n/a	0.205
135.9	n/a	0.262
145.0	n/a	0.201
152.6	n/a	0.203
157.0	n/a	0.252
161.0	n/a	0.246
165.1	n/a	0.205
168.2	n/a	0.217
175.8	n/a	0.177
179.0	n/a	0.330
188.5	n/a	0.245
196.5	n/a	0.216
203.8	n/a	0.218
211.1	n/a	0.218
218.7	n/a	0.207
221.2	n/a	0.325
223.7	n/a	0.292
233.4	n/a	0.208
240.3	n/a	0.200
248.1	n/a	0.195
251.0	n/a	0.332
256.0	n/a	0.213
265.6	n/a	0.240
274.2	n/a	0.222
277.8	n/a	0.260
283.8	n/a	0.247
288.0	n/a	0.217
294.3	n/a	0.223
