onset	duration	response_time
12.7	n/a	0.226
16.8	n/a	0.194
26.4	n/a	0.189
32.1	n/a	0.246
38.4	n/a	0.181
46.0	n/a	0.195
56.1	n/a	0.224
60.5	n/a	0.342
66.8	n/a	0.207
71.5	n/a	0.233
81.4	n/a	0.210
88.4	n/a	0.198
92.3	n/a	0.293
98.6	n/a	0.001
100.1	n/a	0.468
106.2	n/a	0.232
116.3	n/a	0.209
125.1	n/a	0.203
128.1	n/a	0.328
133.6	n/a	0.274
137.5	n/a	0.270
146.8	n/a	0.197
155.4	n/a	0.198
164.4	n/a	0.221
169.1	n/a	0.259
172.2	n/a	0.275
181.8	n/a	0.223
185.3	n/a	0.301
192.3	n/a	0.238
198.2	n/a	0.325
207.2	n/a	0.201
216.8	n/a	0.255
224.1	n/a	0.267
227.8	n/a	0.283
231.9	n/a	0.227
234.4	n/a	0.245
238.1	n/a	0.276
246.5	n/a	0.246
249.1	n/a	0.413
256.1	n/a	0.228
260.8	n/a	0.207
270.7	n/a	0.251
275.9	n/a	0.250
285.8	n/a	0.208
290.5	n/a	0.280
298.5	n/a	0.229
