onset	duration	response_time
14.0	n/a	0.273
22.8	n/a	0.216
27.7	n/a	0.237
34.6	n/a	0.222
41.0	n/a	0.230
46.5	n/a	0.241
54.9	n/a	0.176
64.1	n/a	0.234
73.4	n/a	0.211
82.9	n/a	0.289
91.2	n/a	0.252
98.4	n/a	0.360
107.1	n/a	0.228
111.2	n/a	0.305
116.4	n/a	0.267
125.6	n/a	0.228
128.1	n/a	0.366
134.7	n/a	0.211
144.7	n/a	0.233
154.4	n/a	0.255
160.5	n/a	0.203
165.1	n/a	0.258
168.9	n/a	0.351
174.0	n/a	0.245
179.9	n/a	0.222
183.4	n/a	0.278
192.4	n/a	0.225
202.2	n/a	0.270
207.7	n/a	0.267
210.2	n/a	0.291
213.2	n/a	0.226
221.1	n/a	0.261
224.1	n/a	0.286
227.1	n/a	0.267
231.5	n/a	0.256
241.6	n/a	0.248
247.7	n/a	0.326
256.1	n/a	0.300
266.1	n/a	0.258
270.8	n/a	0.262
279.4	n/a	0.274
287.5	n/a	0.260
290.5	n/a	0.269
296.4	n/a	0.255
