onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.014	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	30.848
10.044	5.007	ITI	0	Picture	Fixation+	1	12.393	n/a	40.878
15.068	2.006	Cue	0	Picture	Maintain	1	10.37	n/a	45.902
17.074	4.99	Pic	0	Picture	IAPS_26	1	5.38	n/a	47.908
22.064	2.006	Blank	0	Picture	BLANK	1	3.374	n/a	52.898
27.444	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	58.278
27.469	6.002	ITI	1	Picture	Fixation+	2	11.284	n/a	58.303
33.487	2.006	Cue	1	Picture	Enhance	2	9.261	n/a	64.321
35.493	4.99	Pic	1	Picture	IAPS_36	2	4.271	n/a	66.327
40.483	2.006	Blank	1	Picture	BLANK	2	2.265	n/a	71.317
44.754	n/a	ConfirmRating	1	Response	n/a	2	n/a	6	75.588
44.777	4.012	ITI	2	Picture	Fixation+	3	10.941	n/a	75.611
48.806	2.006	Cue	2	Picture	Suppress	3	8.919	n/a	79.639
50.812	4.99	Pic	2	Picture	IAPS_01	3	3.929	n/a	81.646
55.802	2.006	Blank	2	Picture	BLANK	3	1.923	n/a	86.636
59.731	n/a	ConfirmRating	2	Response	n/a	3	n/a	5	90.564
59.748	5.007	ITI	3	Picture	Fixation+	4	11.392	n/a	90.582
64.771	2.006	Cue	3	Picture	Maintain	4	9.369	n/a	95.605
66.777	4.99	Pic	3	Picture	IAPS_46	4	4.379	n/a	97.611
71.768	2.006	Blank	3	Picture	BLANK	4	2.373	n/a	102.601
76.147	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	106.98
76.178	5.007	ITI	4	Picture	Fixation+	4	10.511	n/a	107.011
81.201	2.006	Cue	4	Picture	Maintain	4	8.488	n/a	112.035
83.207	4.99	Pic	4	Picture	IAPS_49	4	3.498	n/a	114.041
88.197	2.006	Blank	4	Picture	BLANK	4	1.492	n/a	119.031
91.695	0.017	ConfirmRating	4	Response	n/a	4	-0.017	7	122.529
91.712	6.002	ITI	5	Picture	Fixation+	2	11.791	n/a	122.546
97.73	2.006	Cue	5	Picture	Enhance	2	9.768	n/a	128.564
99.736	4.99	Pic	5	Picture	IAPS_37	2	4.778	n/a	130.57
104.726	2.006	Blank	5	Picture	BLANK	2	2.772	n/a	135.56
109.504	n/a	ConfirmRating	5	Response	n/a	2	n/a	0	140.338
109.534	4.012	ITI	6	Picture	Fixation+	1	11.824	n/a	140.368
113.563	2.006	Cue	6	Picture	Maintain	1	9.801	n/a	144.397
115.569	4.99	Pic	6	Picture	IAPS_27	1	4.811	n/a	146.403
120.559	2.006	Blank	6	Picture	BLANK	1	2.805	n/a	151.393
125.37	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	156.204
125.4	6.002	ITI	7	Picture	Fixation+	3	12.55	n/a	156.234
131.418	2.006	Cue	7	Picture	Suppress	3	10.527	n/a	162.252
133.424	4.99	Pic	7	Picture	IAPS_02	3	5.537	n/a	164.258
138.415	2.006	Blank	7	Picture	BLANK	3	3.531	n/a	169.248
143.952	n/a	ConfirmRating	7	Response	n/a	3	n/a	6	174.786
143.969	5.007	ITI	8	Picture	Fixation+	4	10.503	n/a	174.802
148.992	2.006	Cue	8	Picture	Maintain	4	8.481	n/a	179.826
150.998	4.99	Pic	8	Picture	IAPS_52	4	3.49	n/a	181.832
155.988	2.006	Blank	8	Picture	BLANK	4	1.484	n/a	186.822
159.479	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	190.313
159.503	6.002	ITI	9	Picture	Fixation+	1	13.132	n/a	190.337
165.521	2.006	Cue	9	Picture	Maintain	1	11.109	n/a	196.355
