onset	duration	response_time
7.8	n/a	0.281
12.4	n/a	0.001
14.5	n/a	0.435
18.8	n/a	0.249
28.1	n/a	0.297
36.2	n/a	0.251
39.5	n/a	0.346
47.6	n/a	0.259
57.6	n/a	0.238
60.3	n/a	0.456
67.0	n/a	0.244
75.8	n/a	0.219
84.4	n/a	0.213
92.0	n/a	0.198
99.9	n/a	0.251
105.0	n/a	0.437
114.1	n/a	0.239
121.1	n/a	0.203
128.8	n/a	0.211
133.3	n/a	0.245
142.6	n/a	0.186
152.5	n/a	0.196
161.5	n/a	0.272
171.5	n/a	0.254
180.9	n/a	0.275
184.8	n/a	0.370
193.3	n/a	0.221
203.1	n/a	0.205
206.0	n/a	0.349
215.9	n/a	0.273
221.2	n/a	0.277
223.9	n/a	0.378
233.4	n/a	0.232
237.1	n/a	0.280
245.2	n/a	0.197
249.6	n/a	0.343
253.3	n/a	0.296
255.7	n/a	0.260
259.6	n/a	0.206
269.1	n/a	0.269
278.0	n/a	0.276
287.7	n/a	0.307
293.2	n/a	0.277
