onset	duration	response_time
16.8	n/a	0.249
24.2	n/a	0.234
30.7	n/a	0.220
40.9	n/a	0.248
46.0	n/a	0.303
51.9	n/a	0.215
55.1	n/a	0.276
60.1	n/a	0.307
64.5	n/a	0.233
67.1	n/a	0.297
72.6	n/a	0.200
78.8	n/a	0.248
83.2	n/a	0.312
89.5	n/a	0.194
95.4	n/a	0.214
99.2	n/a	0.296
105.5	n/a	0.240
109.7	n/a	0.319
116.5	n/a	0.287
122.0	n/a	0.364
127.8	n/a	0.302
136.4	n/a	0.219
141.0	n/a	0.265
146.0	n/a	0.283
154.0	n/a	0.301
157.0	n/a	0.366
162.5	n/a	0.243
169.1	n/a	0.244
173.4	n/a	0.337
177.1	n/a	0.272
187.2	n/a	0.222
195.1	n/a	0.261
199.2	n/a	0.290
205.2	n/a	0.284
210.0	n/a	0.322
218.7	n/a	0.220
221.8	n/a	0.373
228.3	n/a	0.255
237.8	n/a	0.226
241.2	n/a	0.398
247.3	n/a	0.300
251.6	n/a	0.315
258.9	n/a	0.310
262.0	n/a	0.315
266.8	n/a	0.281
274.9	n/a	0.234
280.9	n/a	0.260
287.0	n/a	0.257
295.5	n/a	0.209
