onset	duration	response_time
14.5	n/a	0.204
24.0	n/a	0.208
31.2	n/a	0.221
33.8	n/a	0.295
40.9	n/a	0.216
45.0	n/a	0.235
50.6	n/a	0.195
53.2	n/a	0.329
58.4	n/a	0.187
68.3	n/a	0.199
75.9	n/a	0.201
82.9	n/a	0.256
91.2	n/a	0.206
95.4	n/a	0.208
103.5	n/a	0.188
106.1	n/a	0.448
114.0	n/a	0.234
120.5	n/a	0.236
124.4	n/a	0.262
133.7	n/a	0.237
139.7	n/a	0.231
145.8	n/a	0.239
155.5	n/a	0.230
165.4	n/a	0.213
171.9	n/a	0.228
174.2	n/a	0.310
177.0	n/a	0.246
181.5	n/a	0.219
188.8	n/a	0.218
193.3	n/a	0.227
203.1	n/a	0.240
206.8	n/a	0.266
214.9	n/a	0.185
223.1	n/a	0.281
226.6	n/a	0.240
230.4	n/a	0.282
233.4	n/a	0.224
236.1	n/a	0.256
243.2	n/a	0.356
246.2	n/a	0.294
250.0	n/a	0.231
253.3	n/a	0.293
258.4	n/a	0.249
262.8	n/a	0.001
268.2	n/a	0.263
276.5	n/a	0.234
280.0	n/a	0.290
288.5	n/a	0.222
291.1	n/a	0.264
