onset	duration	response_time
11.3	n/a	0.270
17.8	n/a	0.203
20.6	n/a	0.329
28.7	n/a	0.216
36.3	n/a	0.238
45.7	n/a	0.219
48.6	n/a	0.228
54.4	n/a	0.180
62.1	n/a	0.213
68.6	n/a	0.213
74.7	n/a	0.189
79.0	n/a	0.223
82.6	n/a	0.175
85.6	n/a	0.205
88.4	n/a	0.001
94.4	n/a	0.257
99.5	n/a	0.212
108.4	n/a	0.191
114.1	n/a	0.195
123.2	n/a	0.213
127.5	n/a	0.196
134.4	n/a	0.203
141.8	n/a	0.212
149.4	n/a	0.253
157.3	n/a	0.246
164.2	n/a	0.218
167.4	n/a	0.261
173.9	n/a	0.257
181.4	n/a	0.247
185.7	n/a	0.236
191.4	n/a	0.239
201.6	n/a	0.220
206.7	n/a	0.242
211.3	n/a	0.246
217.3	n/a	0.263
226.4	n/a	0.215
231.1	n/a	0.253
238.0	n/a	0.261
242.7	n/a	0.206
246.5	n/a	0.201
250.4	n/a	0.233
255.1	n/a	0.220
260.1	n/a	0.203
264.4	n/a	0.187
267.3	n/a	0.236
276.8	n/a	0.197
280.4	n/a	0.249
287.6	n/a	0.225
290.9	n/a	0.224
293.6	n/a	0.233
