onset	duration	response_time
12.1	n/a	0.230
19.0	n/a	0.215
24.6	n/a	0.231
29.0	n/a	0.209
33.0	n/a	0.203
42.6	n/a	0.180
51.4	n/a	0.195
57.2	n/a	0.515
62.6	n/a	0.273
70.4	n/a	0.180
80.5	n/a	0.179
88.3	n/a	0.229
98.3	n/a	0.240
101.6	n/a	0.424
106.0	n/a	0.186
111.4	n/a	0.183
121.1	n/a	0.188
127.9	n/a	0.276
132.5	n/a	0.210
135.6	n/a	0.311
141.9	n/a	0.184
150.2	n/a	0.186
159.6	n/a	0.250
166.4	n/a	0.251
170.5	n/a	0.338
177.5	n/a	0.212
181.4	n/a	0.341
187.6	n/a	0.001
190.7	n/a	0.321
199.0	n/a	0.196
203.2	n/a	0.227
209.7	n/a	0.225
214.4	n/a	0.333
217.7	n/a	0.228
221.1	n/a	0.269
227.7	n/a	0.189
233.0	n/a	0.197
239.8	n/a	0.216
248.4	n/a	0.001
249.8	n/a	0.419
252.9	n/a	0.279
262.6	n/a	0.194
269.3	n/a	0.223
276.1	n/a	0.231
280.5	n/a	0.213
282.8	n/a	0.311
291.6	n/a	0.207
295.6	n/a	0.272
