onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.415	04:27:48	1	16510	1	1	6	9	5	15	3	2	12	n/a	n/a	13,1	1
11.0	n/a	1.631	04:27:59	1	21984	2	2	2	9	6	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
16.0	n/a	1.637	04:28:04	1	33091	3	3	6	7	11	4	2	6	14	n/a	n/a	7,1	1
28.0	n/a	1.393	04:28:16	1	43959	4	4	6	4	6	16	2	11	15	n/a	n/a	4,1	1
38.0	n/a	1.206	04:28:26	1	49005	5	5	2	9	10	n/a	n/a	n/a	n/a	n/a	n/a	10,2	1
44.0	n/a	1.236	04:28:32	1	54450	6	6	2	4	11	n/a	n/a	n/a	n/a	n/a	n/a	4,1	1
49.0	n/a	1.329	04:28:37	1	59636	7	7	2	14	11	n/a	n/a	n/a	n/a	n/a	n/a	8,2	1
54.0	n/a	1.436	04:28:42	1	70547	8	8	6	10	2	13	1	12	8	n/a	n/a	10,2	1
65.0	n/a	1.364	04:28:53	1	75758	9	9	2	1	3	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
70.0	n/a	4.185	04:28:58	1	89404	10	10	6	15	7	13	6	5	11	n/a	n/a	6,4	0
84.0	n/a	1.322	04:29:12	1	100193	11	11	6	7	14	16	8	15	4	n/a	n/a	1,1	1
95.0	n/a	1.252	04:29:23	1	105297	12	12	2	14	2	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
