onset	duration	response_time
6.7	n/a	0.315
14.3	n/a	0.233
19.5	n/a	0.286
24.0	n/a	0.258
32.5	n/a	0.313
40.6	n/a	0.314
50.9	n/a	0.306
56.1	n/a	0.354
59.2	n/a	0.312
67.3	n/a	0.224
71.9	n/a	0.300
81.4	n/a	0.234
91.2	n/a	0.323
100.0	n/a	0.287
104.6	n/a	0.279
112.3	n/a	0.296
118.4	n/a	0.332
123.4	n/a	0.330
128.2	n/a	0.555
135.7	n/a	0.268
139.0	n/a	0.405
148.4	n/a	0.292
157.2	n/a	0.312
160.3	n/a	0.515
167.0	n/a	0.289
172.1	n/a	0.422
180.1	n/a	0.405
185.6	n/a	0.337
193.4	n/a	0.269
202.2	n/a	0.351
212.2	n/a	0.292
217.6	n/a	0.303
225.6	n/a	0.290
233.1	n/a	0.366
242.8	n/a	0.520
245.5	n/a	0.465
248.3	n/a	0.483
254.2	n/a	0.329
257.3	n/a	0.364
264.0	n/a	0.395
269.0	n/a	0.297
272.1	n/a	0.375
276.7	n/a	0.317
282.4	n/a	0.349
289.0	n/a	0.379
296.8	n/a	0.289
