onset	duration	response_time
14.4	n/a	0.227
21.0	n/a	0.227
28.4	n/a	0.216
31.5	n/a	0.412
38.7	n/a	0.225
42.5	n/a	0.001
48.8	n/a	0.211
51.7	n/a	0.503
61.8	n/a	0.252
66.3	n/a	0.236
73.3	n/a	0.206
83.6	n/a	0.229
89.9	n/a	0.262
92.7	n/a	0.346
102.1	n/a	0.242
107.6	n/a	0.217
116.3	n/a	0.343
126.2	n/a	0.202
133.0	n/a	0.160
138.8	n/a	0.211
142.7	n/a	0.217
147.4	n/a	0.199
155.0	n/a	0.247
161.5	n/a	0.242
166.5	n/a	0.215
173.7	n/a	0.212
179.0	n/a	0.233
184.0	n/a	0.194
186.9	n/a	0.288
194.9	n/a	0.224
198.8	n/a	0.257
207.6	n/a	0.253
213.7	n/a	0.223
221.1	n/a	0.244
230.4	n/a	0.215
233.3	n/a	0.290
243.3	n/a	0.246
251.1	n/a	0.238
256.4	n/a	0.241
263.4	n/a	0.228
266.5	n/a	0.267
272.0	n/a	0.257
281.8	n/a	0.238
284.3	n/a	0.280
292.7	n/a	0.233
