onset	duration	response_time
19.2	n/a	0.230
27.0	n/a	0.191
33.8	n/a	0.208
39.6	n/a	0.222
44.7	n/a	0.001
48.2	n/a	0.192
54.7	n/a	0.001
57.9	n/a	0.239
67.8	n/a	0.224
75.2	n/a	0.203
83.3	n/a	0.248
87.9	n/a	0.230
97.7	n/a	0.216
100.4	n/a	0.331
107.4	n/a	0.199
117.1	n/a	0.262
123.9	n/a	0.230
128.8	n/a	0.245
135.9	n/a	0.196
139.6	n/a	0.239
142.9	n/a	0.236
149.2	n/a	0.213
152.8	n/a	0.235
160.3	n/a	0.214
163.9	n/a	0.237
172.7	n/a	0.205
182.5	n/a	0.210
186.6	n/a	0.274
192.7	n/a	0.202
200.9	n/a	0.224
210.1	n/a	0.223
212.4	n/a	0.309
215.7	n/a	0.232
225.9	n/a	0.220
229.1	n/a	0.253
233.9	n/a	0.254
239.3	n/a	0.201
246.2	n/a	0.190
249.3	n/a	0.265
258.0	n/a	0.216
266.8	n/a	0.220
275.0	n/a	0.262
281.3	n/a	0.281
286.0	n/a	0.216
290.1	n/a	0.255
